n_eval,audit,W
1000,xf,0.8301786008102452
1000,xf,1.3397582365666256
1000,xf,0.008350068661136554
1000,xf,3.9870984323471355
1000,xf,7.927043742765009
1000,xf,2.670017248533259
1000,xf,1.0240691917510962
1000,xf,0.48251516508099956
1000,xf,0.2794226099212449
1000,xf,2.1145600804941833
1000,xf,4.036792647571955
1000,xf,0.061072730096655536
1000,xf,0.8614749908394209
1000,xf,2.4696054543988675
1000,xf,7.920515003289868
1000,xf,0.3025427899796625
1000,xf,0.2458960697117728
1000,xf,2.792682195529148
1000,xf,0.6177919360288481
1000,xf,0.2067332953656927
1000,xf,0.4681811028354914
1000,xf,0.5708022522572921
1000,xf,0.9954292186875421
1000,xf,2.104536237588755
1000,xf,0.3063972238623354
1000,xf,2.09260042524766
1000,xf,3.803330485404876
1000,xf,2.1544359356133578
1000,xf,0.25766967676430225
1000,xf,3.2108406750028253
1000,xf,2.208666335465079
1000,xf,1.466049656803568
1000,xf,2.338051222899265
1000,xf,0.5125963668628108
1000,xf,0.5625222217342676
1000,xf,0.5325569904501801
1000,xf,5.337368377941632
1000,xf,0.47712195698602766
1000,xf,2.188663540476199
1000,xf,1.3884066567326099
1000,xf,6.974459015715134
1000,xf,0.5454703516146416
1000,xf,5.015637582761442
1000,xf,1.7708327290615995
1000,xf,0.026846111102817607
1000,xf,0.015898680861880468
1000,xf,1.2139492142868162
1000,xf,0.1931226014118923
1000,xf,0.6782212440986968
1000,xf,1.6062833670586596
1000,xf,0.8881313858612382
1000,xf,0.7279019288842885
1000,xf,0.699447274763216
1000,xf,0.9979090391494758
1000,xf,0.44933257126624077
1000,xf,1.2875947553682237
1000,xf,0.9466138423001338
1000,xf,2.364368930604891
1000,xf,2.721789901529697
1000,xf,0.39141359132078607
1000,xf,1.6703857904145538
1000,xf,2.5919159251703885
1000,xf,1.3545241720044114
1000,xf,0.7062644719480314
1000,xf,0.8518326823832381
1000,xf,2.3972424317437633
1000,xf,3.0009436959750255
1000,xf,0.7469137202312608
1000,xf,1.4040523553209063
1000,xf,1.5409585999273858
1000,xf,3.2489554635853626
1000,xf,1.6083816486826124
1000,xf,0.06591437760200643
1000,xf,1.0230176206095907
1000,xf,0.25107501528255594
1000,xf,1.5024607244251733
1000,xf,0.6218947629800913
1000,xf,3.0459504207759496
1000,xf,0.878702847759065
1000,xf,2.3834608737786804
1000,xf,6.161523297635693
1000,xf,2.3451633831905934
1000,xf,0.5231195411836275
1000,xf,3.1976250121307173
1000,xf,2.6345339429653665
1000,xf,1.4860030436013518
1000,xf,0.157755228183308
1000,xf,1.5784812922984017
1000,xf,0.3193843092262717
1000,xf,0.48939015722702855
1000,xf,1.9138969387987093
2500,naive,7.237704342686154
2500,naive,1.5957329061979781
2500,naive,3.6761051937114346
2500,naive,6.770121341975643
2500,naive,2.127473676194319
2500,naive,5.153125305318159
2500,naive,0.7253576124956245
2500,naive,8.37593289001771
2500,naive,9.916063935991765
2500,naive,17.297352746490372
2500,naive,18.23808386207137
2500,naive,9.44919918573559
2500,naive,5.339549576692652
2500,naive,5.506624096050739
2500,naive,2.114469912462321
2500,naive,0.6123751135710854
2500,naive,11.582813400297757
2500,naive,0.6366209125458482
2500,naive,0.5181479329854094
2500,naive,29.261494910603478
2500,naive,22.75162968308923
2500,naive,57.7402793126092
2500,naive,5.571964283616602
2500,naive,0.9372857423030073
2500,naive,11.81079597103509
2500,naive,33.52712903560692
2500,naive,17.647585627435525
2500,naive,18.17779871140833
2500,naive,0.1702050652939255
2500,naive,8.90079461123345
2500,naive,15.19723943486438
2500,naive,4.292557901190561
2500,naive,0.008339807318703764
2500,naive,39.19525753050762
2500,naive,7.691541137474996
2500,naive,0.8051395998210719
2500,naive,7.258295034163333
2500,naive,16.339662351116807
2500,naive,15.462468504504995
2500,naive,1.6017649289597824
2500,naive,0.2957398549729761
2500,naive,1.0219035461333377
2500,naive,5.679984554330638
2500,naive,10.538137739043782
2500,naive,0.5599406610434451
2500,naive,2.7737948232911775
2500,naive,19.157586013822385
2500,naive,0.483903990885593
2500,naive,37.453887422420344
2500,naive,2.963486821935538
2500,naive,14.839158895756995
2500,naive,2.4035609931672877
2500,naive,26.852086097204722
2500,naive,4.57606876536916
2500,naive,2.0646618474454175
2500,naive,0.2926407913392508
2500,naive,3.2639039446362346
2500,naive,39.2485269583954
2500,naive,18.018299594614643
2500,naive,17.132812880724615
2500,naive,9.641147425635372
2500,naive,1.8828802983120858
2500,naive,1.546309392046022
2500,naive,3.419989226433422
2500,naive,22.339895145176527
2500,naive,8.849310170137255
2500,naive,13.802360772994948
2500,naive,3.294702769596414
2500,naive,28.782244144441215
2500,naive,0.13191408966842832
2500,naive,26.07874515732602
2500,naive,34.15738978279554
2500,naive,0.9428672380327526
2500,naive,5.012414673562834
2500,naive,0.559655479952435
2500,naive,43.346925870183405
2500,naive,5.0898046722471015
2500,naive,5.428542541227053
2500,naive,0.4647706158089113
2500,naive,5.276984994377467
2500,naive,9.990804569244975
2500,naive,2.1595970640128783
2500,naive,26.80394215941434
2500,naive,25.486723631816652
2500,naive,1.1295750084813923
2500,naive,19.662630553282785
2500,naive,0.6115133249523182
2500,naive,0.9960121245186648
2500,naive,1.6885270139804378
2500,naive,5.322387145068944
2500,naive,8.282597813386435
2500,naive,4.936804271566603
2500,naive,6.66918642481633
2500,naive,19.97429407004023
2500,naive,17.705338700626445
2500,naive,12.876931529257
2500,naive,8.150576430112999
2500,naive,10.415107872404185
2500,naive,15.294748598015802
2500,naive,13.787989663894999
2500,naive,10.054618738426406
2500,naive,4.037633012856764
2500,naive,26.482613744618902
2500,naive,3.1450028668496866
2500,naive,20.75805242272574
2500,naive,3.6030733293377537
2500,naive,10.604896644434133
2500,naive,0.9093056489261209
2500,naive,25.307254588192034
2500,naive,30.56890148623219
2500,naive,12.350136115097925
2500,naive,3.873110215224445
2500,naive,13.34340029385263
2500,naive,1.3059283197825162
2500,naive,0.36402793003297146
2500,naive,2.1315400443690398
2500,naive,1.1209073414762876
2500,naive,0.6195852357130781
2500,naive,6.365843463022491
2500,naive,15.307847462433129
2500,naive,2.0903692352727394
2500,naive,0.6384045451618166
2500,naive,3.1875899848581315
2500,naive,9.847087979054955
2500,naive,13.209898420295156
2500,naive,6.255249102711898
2500,naive,7.00194162336818
2500,naive,14.073977521509802
2500,naive,7.80294027284643
2500,naive,1.1718483253246128
2500,naive,13.428810870733582
2500,naive,0.48818766562904425
2500,naive,3.3855594572517758
2500,naive,0.9355408761909608
2500,naive,12.495899557873186
2500,naive,3.1153363348187697
2500,naive,14.84584763475257
2500,naive,4.7962046806845855
2500,naive,25.90221663007496
2500,naive,34.624696880307994
2500,naive,0.04766202720811588
2500,naive,5.295593246772825
2500,naive,19.341874192395096
2500,naive,14.775545536365687
2500,naive,20.815858408227946
2500,naive,15.39848288109496
2500,naive,1.3337439201179615
2500,naive,1.0280504061570483
2500,naive,5.582691775642977
2500,naive,10.690577925361264
2500,naive,7.323123720688633
2500,naive,11.907810223978801
2500,naive,42.75271582965314
2500,naive,6.203657754334171
2500,naive,6.352943413249419
2500,naive,10.709879814919184
2500,naive,3.3953348654554993
2500,naive,4.333952056139618
2500,naive,1.5457928890874149
2500,naive,0.6408884772418746
2500,naive,3.7624510073492647
2500,naive,3.509839302032173
2500,naive,1.0820471229973228
2500,naive,3.217777417270602
2500,naive,4.0553279300475005
2500,naive,26.320134456471624
2500,naive,0.4199657431810584
2500,naive,20.223983611620536
2500,naive,2.022460943938956
2500,naive,12.959600559204386
2500,naive,0.37643017401333284
2500,naive,7.769570349659249
2500,naive,12.259584187213205
2500,naive,9.106353954865476
2500,naive,16.605356357858557
2500,naive,5.785136300430913
2500,naive,8.999686074308677
2500,naive,5.151924119314226
2500,naive,6.804984072178606
2500,naive,0.12595699736620836
2500,naive,15.512055390780542
2500,naive,6.944426230157235
2500,naive,4.997925170855371
2500,naive,18.0187059727178
2500,naive,21.836644461139024
2500,naive,12.68683908814056
2500,naive,4.5613424866493935
2500,naive,16.84436563889942
2500,naive,13.68227837676963
2500,naive,0.8169366634316423
2500,naive,40.11479848035305
2500,naive,43.3726112533907
2500,naive,8.35062735705695
2500,naive,1.984816404964368
2500,naive,1.7588804067233423
2500,naive,3.8690044426034502
2500,naive,23.3962520956273
2500,naive,14.26542041089189
2500,naive,0.7075169803292494
2500,naive,1.6516529660929145
2500,naive,5.934437684654051
2500,naive,32.57005479933387
2500,naive,7.462128298258547
2500,naive,2.1521574561484025
2500,naive,7.648433191284171
2500,naive,19.811418188169135
2500,naive,10.260545261470636
2500,naive,4.736644055448343
2500,naive,17.23352711690816
2500,naive,16.496953413580837
2500,naive,0.2608213796580965
2500,naive,34.35956675599789
2500,naive,24.26346697710904
2500,naive,17.578621103322284
2500,naive,10.322154403714
2500,naive,3.24893753180863
2500,naive,0.4794097550286162
2500,naive,2.7757249629455183
2500,naive,1.3025740155829486
2500,naive,7.7971234744312365
2500,naive,20.78459236494429
2500,naive,3.9348219577289036
2500,naive,6.91767134387234
2500,naive,6.602145273150613
2500,naive,9.327728610422644
2500,naive,6.867865717917215
2500,naive,10.992787549546877
2500,naive,9.950293419347638
2500,naive,5.8074975138977845
2500,naive,3.141081247250811
2500,naive,8.206804663774463
2500,naive,69.29719153303137
2500,naive,17.899200231846592
2500,naive,4.554882792806065
2500,naive,18.735329793923285
2500,naive,40.46284527123188
2500,naive,7.04792044012717
2500,naive,3.1680354150096393
2500,naive,26.91983401602248
2500,naive,11.724536777848712
2500,naive,13.964179787656517
2500,naive,12.552326976064217
2500,naive,12.760677433727867
2500,naive,30.589544033616782
2500,naive,5.389693953725505
2500,naive,22.600270583063384
