cell_kind,calib_policy,eval_policy,alpha,delta,perturbation,n_eval,n_oracle,mc_seed,cvar_truth,cvar_est,cvar_ci_lo,cvar_ci_hi,ci_covers_truth,audit_p,audit_reject,audit_p_xf,audit_reject_xf,t_hat,runtime_sec
size_diagnostic,base,base,0.1,0.0,none,2000,500,62,0.24911746000684898,0.26985036146554797,0.22607646124843112,0.3162016077867307,true,0.0012779095594400713,true,0.2782218306518385,false,0.40469999999999995,1.7695388793945312
size_diagnostic,base,base,0.1,0.0,none,2000,500,63,0.24911746000684898,0.24474203068009662,0.21230703758973435,0.2922618903812388,true,0.8522160144121932,false,0.9766671897530275,false,0.39499999999999996,1.7277140617370605
size_diagnostic,base,base,0.1,0.0,none,2000,500,48,0.24911746000684898,0.24734081488711634,0.21686245155626072,0.2839820474377457,true,0.5898025032122837,false,0.9181359723886785,false,0.35810000000000014,1.7157368659973145
size_diagnostic,base,base,0.1,0.0,none,2000,500,49,0.24911746000684898,0.2292324322988598,0.20191858699686477,0.26936453056788984,true,0.04028903790198679,true,0.5073144484979732,false,0.39,1.6646547317504883
size_diagnostic,base,base,0.1,0.0,none,2000,500,50,0.24911746000684898,0.2518427799196403,0.2166330807377892,0.28507777460240075,true,0.06608177909318935,false,0.48936198941507003,false,0.3604533333333333,1.861832857131958
size_diagnostic,base,base,0.1,0.0,none,2000,500,51,0.24911746000684898,0.24793546301570155,0.21568021178218771,0.2769129654409989,true,0.000024848968964152895,true,0.1300142601184423,false,0.3453333333333333,1.7156140804290771
size_diagnostic,base,base,0.1,0.0,none,2000,500,56,0.24911746000684898,0.24724386559656833,0.20832900247571273,0.30681670203972894,true,9.88583854111269e-7,true,0.12663728395870322,false,0.42373333333333363,1.650843858718872
size_diagnostic,base,base,0.1,0.0,none,2000,500,57,0.24911746000684898,0.2790444209722869,0.2392527363117914,0.3116955707430639,true,0.021624511406149738,true,0.49736476041468136,false,0.39999999999999997,1.6433148384094238
size_diagnostic,base,base,0.1,0.0,none,2000,500,58,0.24911746000684898,0.2592784685567161,0.22914951787039425,0.29981087119813654,true,0.003947629510436701,true,0.3735507891383577,false,0.39499999999999996,1.7870378494262695
size_diagnostic,base,base,0.1,0.0,none,2000,500,59,0.24911746000684898,0.22699836190990957,0.18404051477168443,0.258709480409139,true,0.014773207933633015,true,0.39295347850337425,false,0.4066666666666666,1.8053419589996338
size_diagnostic,base,base,0.1,0.0,none,2000,500,52,0.24911746000684898,0.2674798842996552,0.23537965613759118,0.30609055162411825,true,0.04576708389512396,true,0.5340260685450988,false,0.40980000000000005,1.6930971145629883
size_diagnostic,base,base,0.1,0.0,none,2000,500,53,0.24911746000684898,0.2408048908380785,0.20297769246753064,0.2801856493105709,true,0.2794745011383688,false,0.7511451940239711,false,0.355,1.66705322265625
size_diagnostic,base,base,0.1,0.0,none,2000,500,54,0.24911746000684898,0.2461344069657008,0.20673203289307676,0.27637980085108654,true,0.014315431603894369,true,0.5890661315236658,false,0.35000000000000003,1.8051338195800781
size_diagnostic,base,base,0.1,0.0,none,2000,500,55,0.24911746000684898,0.2385047649782797,0.20420292683439376,0.28039754481688084,true,0.5763613762902082,false,0.8753162077843999,false,0.3822500000000003,1.7671360969543457
size_diagnostic,base,base,0.1,0.0,none,2000,500,64,0.24911746000684898,0.249188602154848,0.2101079501018496,0.2904868232337356,true,0.20471838048204816,false,0.6767569237402045,false,0.39,1.6420347690582275
size_diagnostic,base,base,0.1,0.0,none,2000,500,65,0.24911746000684898,0.21777981254929415,0.18186249590519377,0.26895477902027204,true,0.5334343219019706,false,0.9104127800439527,false,0.355,1.6997337341308594
size_diagnostic,base,base,0.1,0.0,none,2000,500,66,0.24911746000684898,0.24118700939989063,0.20503353885580214,0.28285170573110724,true,0.11171526077534621,false,0.6433080748327207,false,0.3748,1.8033690452575684
size_diagnostic,base,base,0.1,0.0,none,2000,500,67,0.24911746000684898,0.26640036680037055,0.22196724624629163,0.30388201335893283,true,0.1436889507883209,false,0.5036894606039635,false,0.40469999999999995,1.770658016204834
size_diagnostic,base,base,0.1,0.0,none,2000,500,68,0.24911746000684898,0.2257502717768649,0.1941020846791451,0.2612238938078072,true,4.832815824085124e-6,true,0.11398085744219832,false,0.32000000000000006,1.6353840827941895
size_diagnostic,base,base,0.1,0.0,none,2000,500,69,0.24911746000684898,0.24352451592809413,0.21351049124861557,0.28410638661745324,true,0.847645899625219,false,0.9563994274357617,false,0.38,1.6828222274780273
size_diagnostic,base,base,0.1,0.0,none,2000,500,70,0.24911746000684898,0.2333142141158947,0.20236135936938515,0.27350538059028834,true,0.08695189317164909,false,0.5447209831951167,false,0.3822500000000003,1.8084990978240967
size_diagnostic,base,base,0.1,0.0,none,2000,500,71,0.24911746000684898,0.2469813735782471,0.20539252111535794,0.28576586553489597,true,0.7474644035017981,false,0.9374478229686535,false,0.38989999999999997,1.7257027626037598
size_diagnostic,base,base,0.1,0.0,none,2000,500,72,0.24911746000684898,0.24897535198894422,0.21377949341690192,0.2794295726644698,true,0.41308204415249883,false,0.8593021487351477,false,0.39499999999999996,1.8118557929992676
