config_id,estimator,variance,ci,policy,n_oracle,rep,v_hat,truth,ci_lo,ci_hi
1,plug_in,if,wald,uniform,50,183,0.5069221890991229,0.5,0.49558896257376056,0.5182554156244852
1,plug_in,if,wald,uniform,50,184,0.5029263984454149,0.5,0.4915245103811555,0.5143282865096742
1,plug_in,if,wald,uniform,50,185,0.5453241639781927,0.5,0.5348317860520841,0.5558165419043013
1,plug_in,if,wald,uniform,50,186,0.5105365910362365,0.5,0.49899549268366983,0.5220776893888032
1,plug_in,if,wald,uniform,50,187,0.46865749287025055,0.5,0.45933871290860057,0.47797627283190053
1,plug_in,if,wald,uniform,50,172,0.5062343857499596,0.5,0.49476443824845046,0.5177043332514688
1,plug_in,if,wald,uniform,50,173,0.5410826020032635,0.5,0.5314659462121553,0.5506992577943718
1,plug_in,if,wald,uniform,50,174,0.5282944284828804,0.5,0.5178815996648924,0.5387072573008684
1,plug_in,if,wald,uniform,50,175,0.49298766876578665,0.5,0.4823670205166851,0.5036083170148882
1,plug_in,if,wald,uniform,50,188,0.49072752010099496,0.5,0.4788583779521835,0.5025966622498064
1,plug_in,if,wald,uniform,50,189,0.5119057573387564,0.5,0.5006162215045691,0.5231952931729438
1,plug_in,if,wald,uniform,50,190,0.509470582946566,0.5,0.4977635671624546,0.5211775987306774
1,plug_in,if,wald,uniform,50,191,0.5394254014701435,0.5,0.5283789454705772,0.5504718574697098
1,plug_in,if,wald,uniform,50,196,0.47681324835439215,0.5,0.46652631502284814,0.48710018168593616
1,plug_in,if,wald,uniform,50,197,0.4871316511677919,0.5,0.4749039708003667,0.49935933153521705
1,plug_in,if,wald,uniform,50,198,0.49128083564696545,0.5,0.4816944664857562,0.5008672048081747
1,plug_in,if,wald,uniform,50,199,0.5022015376324388,0.5,0.49098033602956814,0.5134227392353095
1,plug_in,if,wald,uniform,100,4,0.5416252397024653,0.5,0.5297838282135338,0.5534666511913969
1,plug_in,if,wald,uniform,100,5,0.5316893158309078,0.5,0.5205758279717246,0.542802803690091
1,plug_in,if,wald,uniform,100,6,0.5314605749121126,0.5,0.5206869417398287,0.5422342080843966
1,plug_in,if,wald,uniform,100,7,0.5050303082837824,0.5,0.49359096999399454,0.5164696465735702
1,plug_in,if,wald,uniform,100,8,0.4887560774130981,0.5,0.4780098457846481,0.49950230904154813
1,plug_in,if,wald,uniform,100,9,0.46428550271576646,0.5,0.45341650417552,0.47515450125601294
1,plug_in,if,wald,uniform,100,10,0.4912740685540677,0.5,0.48041434083952883,0.5021337962686065
1,plug_in,if,wald,uniform,100,11,0.49652125552387905,0.5,0.48580423143103924,0.5072382796167189
1,plug_in,if,wald,uniform,100,0,0.48699821766248114,0.5,0.4761883591336447,0.49780807619131756
1,plug_in,if,wald,uniform,100,1,0.5013243119601444,0.5,0.4906586038473901,0.5119900200728986
1,plug_in,if,wald,uniform,100,2,0.5214308752792367,0.5,0.5105956215536274,0.532266129004846
1,plug_in,if,wald,uniform,100,3,0.5064024228335682,0.5,0.49529130546679023,0.5175135402003461
1,plug_in,if,wald,uniform,50,192,0.4822247756667696,0.5,0.4694326158766606,0.4950169354568786
1,plug_in,if,wald,uniform,50,193,0.5020611037459124,0.5,0.492001816109795,0.5121203913820298
1,plug_in,if,wald,uniform,50,194,0.5364360910753853,0.5,0.5284220049159329,0.5444501772348376
1,plug_in,if,wald,uniform,50,195,0.48289920388450425,0.5,0.47165995847340497,0.4941384492956035
1,plug_in,if,wald,uniform,100,12,0.49285838313218655,0.5,0.4817814051621233,0.5039353611022498
1,plug_in,if,wald,uniform,100,13,0.5305372211578875,0.5,0.5191430074544457,0.5419314348613292
1,plug_in,if,wald,uniform,100,14,0.5021542159386428,0.5,0.49094119817547477,0.5133672337018109
1,plug_in,if,wald,uniform,100,15,0.5095720856685696,0.5,0.4986955508971346,0.5204486204400046
1,plug_in,if,wald,uniform,100,16,0.5313827783256897,0.5,0.5203572051241906,0.5424083515271888
