config_id,estimator,variance,ci,policy,n_oracle,bias,rmse,coverage,mean_half_width,R
2,plug_in,if+jack,wald,tail_heavy,500,0.00027939686948301484,0.009357574488716137,0.95,0.019831733923701314,200
2,plug_in,if+jack,wald,tail_heavy,1000,0.00035189044724368875,0.008732458540614428,0.955,0.01735165810101074,200
2,plug_in,if+jack,wald,uniform,50,0.00039849970297792193,0.024415164539812163,0.895,0.048946201688411926,200
2,plug_in,if+jack,wald,uniform,100,-0.0006522573805638429,0.017362518400955502,0.92,0.03337335955550241,200
2,plug_in,if+jack,wald,uniform,250,-0.00015582835225679188,0.011588605151896542,0.945,0.02232652461288116,200
2,plug_in,if+jack,wald,uniform,500,-0.00033381658238858356,0.009198008447045247,0.925,0.01766202181751163,200
2,plug_in,if+jack,wald,uniform,1000,-0.000895776413525848,0.007854829946353739,0.945,0.014499381123745905,200
3,aipw,if,wald,left_skew,50,-0.0011011722163310916,0.018752939973678367,0.18,0.005155971998405939,200
3,aipw,if,wald,left_skew,100,-0.0013359262378714715,0.012950258769267484,0.32,0.004925359175021072,200
3,aipw,if,wald,left_skew,250,-0.0004525877989965171,0.008540450551010768,0.415,0.0047231922583992085,200
3,aipw,if,wald,left_skew,500,0.00030438128211867754,0.00641116772176314,0.545,0.004657167847528031,200
3,aipw,if,wald,left_skew,1000,-0.00021149373907027868,0.004834035577103089,0.69,0.004597101873817675,200
3,aipw,if,wald,right_skew,50,0.0008734299341940176,0.01964273889725276,0.215,0.005041031325665902,200
3,aipw,if,wald,right_skew,100,0.00037342956001172795,0.01449518317556471,0.21,0.004899583742649585,200
3,aipw,if,wald,right_skew,250,0.0001599757091220197,0.008206798117007624,0.445,0.004717685837453267,200
3,aipw,if,wald,right_skew,500,-0.00006676317189630715,0.006620427416971195,0.52,0.0046204177601974995,200
3,aipw,if,wald,right_skew,1000,-0.000045185229981619945,0.005127386597830273,0.62,0.00457622646094542,200
3,aipw,if,wald,tail_heavy,50,0.0011455717424340287,0.02643081411567427,0.42,0.014405408551075936,200
3,aipw,if,wald,tail_heavy,100,-5.8818964882345616e-6,0.01814943846170503,0.535,0.01422967063544026,200
3,aipw,if,wald,tail_heavy,250,0.0011148981986900625,0.012633322212173706,0.73,0.014072448383863867,200
3,aipw,if,wald,tail_heavy,500,0.000392170316610852,0.009382548012377808,0.87,0.01394384101485919,200
3,aipw,if,wald,tail_heavy,1000,0.00037439150817683147,0.008758054719678611,0.885,0.013895691258764935,200
3,aipw,if,wald,uniform,50,0.0004290312491028456,0.02522756542568203,0.31,0.01109367136508288,200
3,aipw,if,wald,uniform,100,-0.0001592837900730365,0.017498781120414822,0.455,0.010972948721236917,200
3,aipw,if,wald,uniform,250,-0.00021305785080101612,0.011794067227154426,0.635,0.010795833417872118,200
3,aipw,if,wald,uniform,500,-0.00045938994060122277,0.00930456821650634,0.77,0.010724731288983514,200
3,aipw,if,wald,uniform,1000,-0.0008911681226896945,0.007799944378507261,0.815,0.010651938148061185,200
4,aipw,if+jack,wald,left_skew,50,-0.0011011722163310916,0.018752939973678367,0.86,0.03548517584458566,200
4,aipw,if+jack,wald,left_skew,100,-0.0013359262378714715,0.012950258769267484,0.885,0.023906319742060245,200
4,aipw,if+jack,wald,left_skew,250,-0.0004525877989965171,0.008540450551010768,0.885,0.016004689798779316,200
4,aipw,if+jack,wald,left_skew,500,0.00030438128211867754,0.00641116772176314,0.885,0.011421180434292156,200
4,aipw,if+jack,wald,left_skew,1000,-0.00021149373907027868,0.004834035577103089,0.905,0.008690469152124151,200
4,aipw,if+jack,wald,right_skew,50,0.0008734299341940176,0.01964273889725276,0.885,0.03681196890003886,200
4,aipw,if+jack,wald,right_skew,100,0.00037342956001172795,0.01449518317556471,0.875,0.02579564502268318,200
4,aipw,if+jack,wald,right_skew,250,0.0001599757091220197,0.008206798117007624,0.87,0.015636112334678945,200
4,aipw,if+jack,wald,right_skew,500,-0.00006676317189630715,0.006620427416971195,0.875,0.011299056537877123,200
4,aipw,if+jack,wald,right_skew,1000,-0.000045185229981619945,0.005127386597830273,0.88,0.008710741915672416,200
4,aipw,if+jack,wald,tail_heavy,50,0.0011455717424340287,0.02643081411567427,0.915,0.05098832327172697,200
4,aipw,if+jack,wald,tail_heavy,100,-5.8818964882345616e-6,0.01814943846170503,0.9,0.035113418891491305,200
4,aipw,if+jack,wald,tail_heavy,250,0.0011148981986900625,0.012633322212173706,0.92,0.024458754923236993,200
4,aipw,if+jack,wald,tail_heavy,500,0.000392170316610852,0.009382548012377808,0.94,0.019831733923701314,200
4,aipw,if+jack,wald,tail_heavy,1000,0.00037439150817683147,0.008758054719678611,0.95,0.01735165810101074,200
4,aipw,if+jack,wald,uniform,50,0.0004290312491028456,0.02522756542568203,0.88,0.048946201688411926,200
4,aipw,if+jack,wald,uniform,100,-0.0001592837900730365,0.017498781120414822,0.905,0.03337335955550241,200
4,aipw,if+jack,wald,uniform,250,-0.00021305785080101612,0.011794067227154427,0.94,0.02232652461288116,200
4,aipw,if+jack,wald,uniform,500,-0.00045938994060122277,0.00930456821650634,0.915,0.017662021817511628,200
4,aipw,if+jack,wald,uniform,1000,-0.0008911681226896945,0.007799944378507261,0.95,0.014499381123745903,200
5,plug_in,boot,bootstrap,left_skew,50,-0.004600947396212618,0.018644268475995443,0.98,0.033320542392575245,50
5,plug_in,boot,bootstrap,left_skew,100,-0.00120354410065725,0.010874001689913796,0.98,0.02438848989070291,50
5,plug_in,boot,bootstrap,left_skew,250,-0.0018907243018508968,0.00882443871082138,0.94,0.01587186245803261,50
5,plug_in,boot,bootstrap,left_skew,500,-0.0010201831677019001,0.006032330316705925,0.94,0.011666125169667417,50
5,plug_in,boot,bootstrap,left_skew,1000,-0.0004672448314306488,0.004137220148294937,0.96,0.00882390281911719,50
5,plug_in,boot,bootstrap,right_skew,50,-0.001572480126348077,0.019868326517574846,0.9,0.03432523637076855,50
5,plug_in,boot,bootstrap,right_skew,100,0.002838409710555352,0.013685825410202013,0.96,0.02468484725950336,50
5,plug_in,boot,bootstrap,right_skew,250,0.0006633396592455232,0.009191920659461856,0.9,0.0159352128074972,50
5,plug_in,boot,bootstrap,right_skew,500,-0.0007649869033380307,0.006357172268309219,0.94,0.011818754109478467,50
5,plug_in,boot,bootstrap,right_skew,1000,-0.00033821879413568846,0.004733241284141406,0.96,0.008917875091114925,50
5,plug_in,boot,bootstrap,tail_heavy,50,-0.0019232497161081818,0.027753915856590053,0.94,0.04591158945852552,50
5,plug_in,boot,bootstrap,tail_heavy,100,-0.0019169277012855046,0.015962279703630355,1.0,0.03431776220024701,50
5,plug_in,boot,bootstrap,tail_heavy,250,0.00013600449874667464,0.012593219483163285,0.96,0.02406997947881455,50
5,plug_in,boot,bootstrap,tail_heavy,500,-0.0009560041112402273,0.00973896786595891,0.94,0.019668972541588666,50
5,plug_in,boot,bootstrap,tail_heavy,1000,-0.0007573050341311704,0.008655216743458165,0.98,0.017077697456426434,50
5,plug_in,boot,bootstrap,uniform,50,-0.0022496700859506637,0.0217556441864963,0.92,0.043690859114913196,50
5,plug_in,boot,bootstrap,uniform,100,0.002284937036867893,0.016912219991564746,0.92,0.03191999021917704,50
5,plug_in,boot,bootstrap,uniform,250,-0.0003978583805115854,0.00957160365524264,0.96,0.02210348150904495,50
5,plug_in,boot,bootstrap,uniform,500,-0.0027314902684845354,0.009421240164398315,0.94,0.017366778829704103,50
5,plug_in,boot,bootstrap,uniform,1000,-0.0009691995301252898,0.008091748010214889,0.96,0.014500473020072187,50
6,aipw,boot,bootstrap,left_skew,50,-0.004104811549112566,0.020106144939542624,0.98,0.03404563123588109,50
6,aipw,boot,bootstrap,left_skew,100,-0.0015635860376127563,0.011057355906532923,0.96,0.024782807800482108,50
6,aipw,boot,bootstrap,left_skew,250,-0.0017818395799308218,0.008953492612658686,0.92,0.015955432891495896,50
6,aipw,boot,bootstrap,left_skew,500,-0.001045081387159421,0.00626912378146686,0.94,0.011728063059559339,50
6,aipw,boot,bootstrap,left_skew,1000,-0.0005036034442216675,0.004197972408347512,0.96,0.008860206582196105,50
6,aipw,boot,bootstrap,right_skew,50,-0.0010828667442361367,0.02138673798091161,0.92,0.03534863579997943,50
6,aipw,boot,bootstrap,right_skew,100,0.003302857605335986,0.01477909788770923,0.96,0.025198280231833858,50
6,aipw,boot,bootstrap,right_skew,250,0.00046508192229711254,0.008982413616820487,0.88,0.016086548949639647,50
6,aipw,boot,bootstrap,right_skew,500,-0.0007633707634588227,0.0064441588125881445,0.94,0.011861210448068125,50
6,aipw,boot,bootstrap,right_skew,1000,-0.0003036383086706451,0.00475186428859497,0.94,0.00894382160588991,50
6,aipw,boot,bootstrap,tail_heavy,50,-0.0015536753963589023,0.027820842740975047,0.96,0.04805487416053425,50
6,aipw,boot,bootstrap,tail_heavy,100,-0.0020428571582137324,0.01691542392968147,1.0,0.03498130627009814,50
6,aipw,boot,bootstrap,tail_heavy,250,0.00026035474532449697,0.013297390935431818,0.96,0.02420398909721975,50
6,aipw,boot,bootstrap,tail_heavy,500,-0.0011857681758711237,0.009912523790579853,0.94,0.019673391705167253,50
6,aipw,boot,bootstrap,tail_heavy,1000,-0.0007480654183595459,0.008617820208085561,0.96,0.017120113968843116,50
6,aipw,boot,bootstrap,uniform,50,-0.002618871708882271,0.022601879605720302,0.96,0.04538791349976148,50
6,aipw,boot,bootstrap,uniform,100,0.0025309453539246827,0.01711101062396075,0.94,0.03242278840967054,50
6,aipw,boot,bootstrap,uniform,250,-0.0002887745867763014,0.00972177754596752,0.96,0.02225844508636549,50
6,aipw,boot,bootstrap,uniform,500,-0.0029386510599978,0.009615923588651218,0.94,0.01736474530743948,50
6,aipw,boot,bootstrap,uniform,1000,-0.0008929929077710818,0.008028376736685668,0.96,0.014534010711765641,50
