n_oracle,n_audit,policy,rep,omega_estimator,audit_W,audit_p,audit_decision
1500,246,right_skew,4,boot_remax_no_ridge,0.14326438648484363,0.9308732143124903,PASS
1500,246,right_skew,4,boot_fixed,0.1597862798588049,0.9232149959353354,PASS
1500,226,right_skew,5,analytical,2.673815045627211,0.2626566736978473,PASS
1500,226,right_skew,5,boot_remax_ridge,0.2810161086051372,0.8689166663868544,PASS
1500,226,right_skew,5,boot_remax_no_ridge,2.868435612384463,0.23830168923967265,PASS
1500,226,right_skew,5,boot_fixed,2.8046657745574732,0.24602235153504293,PASS
1500,273,right_skew,6,analytical,0.5560643373366418,0.7572724606758938,PASS
1500,273,right_skew,6,boot_remax_ridge,0.04474523230011617,0.9778757948433636,PASS
1500,273,right_skew,6,boot_remax_no_ridge,0.551917168614328,0.7588443581752913,PASS
1500,273,right_skew,6,boot_fixed,0.5581235465707187,0.7564931707031455,PASS
1500,233,right_skew,7,analytical,0.9684522357394445,0.6161738582386326,PASS
1500,233,right_skew,7,boot_remax_ridge,0.0870143483074756,0.957425685347269,PASS
1500,233,right_skew,7,boot_remax_no_ridge,1.1533193875643528,0.5617717256151749,PASS
1500,233,right_skew,7,boot_fixed,1.0855813236246377,0.5811242661320276,PASS
1500,251,right_skew,8,analytical,2.579182439160766,0.27538333139817717,PASS
1500,251,right_skew,8,boot_remax_ridge,0.17567198755130237,0.9159110795238838,PASS
1500,251,right_skew,8,boot_remax_no_ridge,4.475897894116079,0.10667708048681501,PASS
1500,251,right_skew,8,boot_fixed,2.642657908910349,0.2667805271081969,PASS
1500,270,right_skew,9,analytical,10.550835837720857,0.0051158182645165695,REFUSE-LEVEL
1500,270,right_skew,9,boot_remax_ridge,0.4218416066559497,0.8098382008320297,PASS
1500,270,right_skew,9,boot_remax_no_ridge,10.189565056639207,0.006128639295422622,REFUSE-LEVEL
1500,270,right_skew,9,boot_fixed,10.738140720595544,0.00465845998727199,REFUSE-LEVEL
1500,270,right_skew,10,analytical,6.289778913900248,0.04307168505910741,REFUSE-LEVEL
1500,270,right_skew,10,boot_remax_ridge,0.34492458184959773,0.8415900237949168,PASS
1500,270,right_skew,10,boot_remax_no_ridge,5.364474059033427,0.06840994778215503,PASS
1500,270,right_skew,10,boot_fixed,6.312349054365482,0.042588350430285304,REFUSE-LEVEL
1500,259,right_skew,12,analytical,2.217167895939609,0.33002596428347286,PASS
1500,259,right_skew,12,boot_remax_ridge,0.22393221577592176,0.8940745590619894,PASS
1500,259,right_skew,12,boot_remax_no_ridge,1.9880549809493009,0.3700831790098681,PASS
1500,259,right_skew,12,boot_fixed,2.180194050595904,0.33618387378375947,PASS
1500,231,right_skew,11,analytical,0.9613237812676187,0.6183739603891052,PASS
1500,231,right_skew,11,boot_remax_ridge,0.06802830269450433,0.9665578264452831,PASS
1500,231,right_skew,11,boot_remax_no_ridge,1.0417585452556453,0.5939980320763116,PASS
1500,231,right_skew,11,boot_fixed,1.0394917651793554,0.5946716451896317,PASS
1500,245,right_skew,13,analytical,1.9633609038191655,0.3746809362259348,PASS
1500,245,right_skew,13,boot_remax_ridge,0.10062382763769502,0.9509327691661721,PASS
1500,245,right_skew,13,boot_remax_no_ridge,0.5786678588337942,0.7487621299497693,PASS
1500,245,right_skew,13,boot_fixed,1.7977377074016812,0.40702980970596747,PASS
1500,241,right_skew,14,analytical,0.21555273115617532,0.8978283593069634,PASS
1500,241,right_skew,14,boot_remax_ridge,0.013791054287487942,0.9931281924525304,PASS
1500,241,right_skew,14,boot_remax_no_ridge,0.20869304838140806,0.9009130551572473,PASS
1500,241,right_skew,14,boot_fixed,0.21606335164300858,0.897599163789229,PASS
1500,249,right_skew,16,analytical,0.23127504780892572,0.8907980577859437,PASS
1500,249,right_skew,16,boot_remax_ridge,0.013332231891499137,0.9933560533168405,PASS
1500,249,right_skew,16,boot_remax_no_ridge,0.18788016296599497,0.9103373066680276,PASS
1500,249,right_skew,16,boot_fixed,0.21105546074510428,0.8998495193383879,PASS
