policy,alpha,rep,delta,omega_estimator,n_calib,n_audit,n_eval,estimate,mean_ref,t_hat,truth_cvar,truth_mean,abs_error,alpha1_collapse_err,audit_W,audit_p,audit_g1,audit_g2,audit_decision
uniform,0.1,4,0.0,boot_remax_no_ridge,499,101,1000,0.053484207412617765,0.49992624109702616,0.11666666666666667,0.05000000000000001,0.5,0.0034842074126177555,0.0,12.720440207706753,0.001728986113467057,0.03861386138613862,-0.001720869649270628,REFUSE-LEVEL
uniform,0.1,4,0.0,boot_fixed,499,101,1000,0.053484207412617765,0.49992624109702616,0.11666666666666667,0.05000000000000001,0.5,0.0034842074126177555,0.0,4.086608429221555,0.1295997771469244,0.03861386138613862,-0.001720869649270628,PASS
uniform,0.1,4,0.3,analytical,499,101,1000,0.04207603885448836,0.4661766054416671,0.08333333333333333,0.05000000000000001,0.5,0.007923961145511652,0.0,1.4606594478941777,0.48175011934903567,-0.030693069306930703,-0.0010161135318480278,PASS
uniform,0.1,4,0.3,boot_remax_ridge,499,101,1000,0.04207603885448836,0.4661766054416671,0.08333333333333333,0.05000000000000001,0.5,0.007923961145511652,0.0,0.08855499334304696,0.9566884427764728,-0.030693069306930703,-0.0010161135318480278,PASS
uniform,0.1,4,0.3,boot_remax_no_ridge,499,101,1000,0.04207603885448836,0.4661766054416671,0.08333333333333333,0.05000000000000001,0.5,0.007923961145511652,0.0,1.2798569018021908,0.5273301526905574,-0.030693069306930703,-0.0010161135318480278,PASS
uniform,0.1,4,0.3,boot_fixed,499,101,1000,0.04207603885448836,0.4661766054416671,0.08333333333333333,0.05000000000000001,0.5,0.007923961145511652,0.0,1.4333856119929145,0.48836470497326334,-0.030693069306930703,-0.0010161135318480278,PASS
uniform,0.1,4,0.5,analytical,499,101,1000,0.038124843885516714,0.4433869918203884,0.06666666666666667,0.05000000000000001,0.5,0.011875156114483296,0.0,1.6292700126454498,0.4428009174050296,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,0.5,boot_remax_ridge,499,101,1000,0.038124843885516714,0.4433869918203884,0.06666666666666667,0.05000000000000001,0.5,0.011875156114483296,0.0,0.0884759463674611,0.9567262551876967,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,0.5,boot_remax_no_ridge,499,101,1000,0.038124843885516714,0.4433869918203884,0.06666666666666667,0.05000000000000001,0.5,0.011875156114483296,0.0,1.5559578026126302,0.4593334319845145,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,0.5,boot_fixed,499,101,1000,0.038124843885516714,0.4433869918203884,0.06666666666666667,0.05000000000000001,0.5,0.011875156114483296,0.0,1.656985707484407,0.43670697186128604,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,5,0.0,analytical,515,85,1000,0.04794793964506097,0.49291748853638256,0.1,0.05000000000000001,0.5,0.002052060354939038,0.0,0.2520509909564271,0.8815923698778281,0.017647058823529408,0.0007544594782718138,PASS
uniform,0.1,5,0.0,boot_remax_ridge,515,85,1000,0.04794793964506097,0.49291748853638256,0.1,0.05000000000000001,0.5,0.002052060354939038,0.0,0.024535851446015843,0.9878070184946766,0.017647058823529408,0.0007544594782718138,PASS
uniform,0.1,5,0.0,boot_remax_no_ridge,515,85,1000,0.04794793964506097,0.49291748853638256,0.1,0.05000000000000001,0.5,0.002052060354939038,0.0,0.33338347813581115,0.8464605018272239,0.017647058823529408,0.0007544594782718138,PASS
uniform,0.1,5,0.0,boot_fixed,515,85,1000,0.04794793964506097,0.49291748853638256,0.1,0.05000000000000001,0.5,0.002052060354939038,0.0,0.2745355851457788,0.8717367502447202,0.017647058823529408,0.0007544594782718138,PASS
uniform,0.1,4,1.0,analytical,499,101,1000,0.0326512440974562,0.39601993422433934,0.06666666666666667,0.05000000000000001,0.5,0.01734875590254381,0.0,1.6292700126454498,0.4428009174050296,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,1.0,boot_remax_ridge,499,101,1000,0.0326512440974562,0.39601993422433934,0.06666666666666667,0.05000000000000001,0.5,0.01734875590254381,0.0,0.0884759463674611,0.9567262551876967,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,1.0,boot_remax_no_ridge,499,101,1000,0.0326512440974562,0.39601993422433934,0.06666666666666667,0.05000000000000001,0.5,0.01734875590254381,0.0,1.5559578026126302,0.4593334319845145,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,4,1.0,boot_fixed,499,101,1000,0.0326512440974562,0.39601993422433934,0.06666666666666667,0.05000000000000001,0.5,0.01734875590254381,0.0,1.656985707484407,0.43670697186128604,-0.030693069306930703,-0.00041818270745385636,PASS
uniform,0.1,5,0.1,analytical,515,85,1000,0.05058037477764541,0.4805510552152297,0.1,0.05000000000000001,0.5,0.000580374777645401,0.0,0.2520509909564271,0.8815923698778281,0.017647058823529408,0.0007544594782718138,PASS
uniform,0.1,5,0.1,boot_remax_ridge,515,85,1000,0.05058037477764541,0.4805510552152297,0.1,0.05000000000000001,0.5,0.000580374777645401,0.0,0.024535851446015843,0.9878070184946766,0.017647058823529408,0.0007544594782718138,PASS
