config_id,estimator,variance,ci,policy,n_oracle,rep,v_hat,truth,ci_lo,ci_hi
3,aipw,if,wald,uniform,100,1,0.48631810443151235,0.5,0.4529943134839535,0.5196418953790711
3,aipw,if,wald,uniform,100,2,0.5366264788685853,0.5,0.503481887463499,0.5697710702736716
3,aipw,if,wald,right_skew,100,0,0.28030276813022525,0.2857142857142857,0.26906411639435485,0.29154141986609566
3,aipw,if,wald,right_skew,100,1,0.2574257000845691,0.2857142857142857,0.24383137700140153,0.2710200231677367
3,aipw,if,wald,right_skew,100,2,0.2912768608230177,0.2857142857142857,0.2757251887229533,0.30682853292308204
3,aipw,if,wald,left_skew,100,0,0.691760114959634,0.7142857142857143,0.6787914358602918,0.7047287940589761
3,aipw,if,wald,left_skew,100,1,0.7086947504034745,0.7142857142857143,0.6973567728041157,0.7200327280028334
3,aipw,if,wald,left_skew,100,2,0.7053516294976282,0.7142857142857143,0.686563393308057,0.7241398656871993
3,aipw,if,wald,tail_heavy,100,0,0.46663694936908384,0.5,0.42124142791664004,0.5120324708215276
3,aipw,if,wald,tail_heavy,100,1,0.534959888485887,0.5,0.4910879178726651,0.5788318590991091
3,aipw,if,wald,tail_heavy,100,2,0.5049881841577687,0.5,0.46021516680937863,0.5497612015061587
4,aipw,if+jack,wald,right_skew,100,1,0.2574257000845691,0.2857142857142857,0.23190302581776404,0.28294837435137415
4,aipw,if+jack,wald,right_skew,100,2,0.2912768608230177,0.2857142857142857,0.24139882240997484,0.3411548992360605
4,aipw,if+jack,wald,left_skew,100,0,0.691760114959634,0.7142857142857143,0.6685167796770142,0.7150034502422538
4,aipw,if+jack,wald,left_skew,100,1,0.7086947504034745,0.7142857142857143,0.6895286461446868,0.7278608546622622
4,aipw,if+jack,wald,uniform,100,0,0.4581490633536885,0.5,0.4001887823353787,0.5161093443719983
4,aipw,if+jack,wald,uniform,100,1,0.48631810443151235,0.5,0.4316720606766596,0.5409641481863651
4,aipw,if+jack,wald,uniform,100,2,0.5366264788685853,0.5,0.4902218728812599,0.5830310848559106
4,aipw,if+jack,wald,right_skew,100,0,0.28030276813022525,0.2857142857142857,0.24497540431975906,0.31563013194069145
4,aipw,if+jack,wald,left_skew,100,2,0.7053516294976282,0.7142857142857143,0.680356842618114,0.7303464163771424
4,aipw,if+jack,wald,tail_heavy,100,0,0.46663694936908384,0.5,0.4072482499072803,0.5260256488308874
4,aipw,if+jack,wald,tail_heavy,100,1,0.534959888485887,0.5,0.47636597891141796,0.5935537980603561
4,aipw,if+jack,wald,tail_heavy,100,2,0.5049881841577687,0.5,0.45505642169520893,0.5549199466203285
5,plug_in,boot,bootstrap,uniform,100,0,0.45800350364429904,0.5,0.42641632552058883,0.49000373000379027
5,plug_in,boot,bootstrap,uniform,100,1,0.4851387003380669,0.5,0.45956810478547866,0.5086895666238438
5,plug_in,boot,bootstrap,right_skew,100,0,0.27493832967253107,0.2857142857142857,0.2465144939759781,0.296683614152855
5,plug_in,boot,bootstrap,right_skew,100,1,0.25832044750358235,0.2857142857142857,0.24378004234630263,0.29109952231378783
5,plug_in,boot,bootstrap,left_skew,100,0,0.687663392095561,0.7142857142857143,0.6574691702470831,0.7076040180634063
5,plug_in,boot,bootstrap,left_skew,100,1,0.707999300327725,0.7142857142857143,0.6824272949372495,0.7254852496174222
5,plug_in,boot,bootstrap,tail_heavy,100,0,0.4684497320701251,0.5,0.4457359229029893,0.4944889012483607
5,plug_in,boot,bootstrap,tail_heavy,100,1,0.532162246250033,0.5,0.5057084956599749,0.5553753057009685
6,aipw,boot,bootstrap,uniform,100,0,0.4581490633536885,0.5,0.4225888532503041,0.4843776034446574
6,aipw,boot,bootstrap,uniform,100,1,0.48631810443151235,0.5,0.4536549667354989,0.5102600523755771
6,aipw,boot,bootstrap,right_skew,100,0,0.28030276813022525,0.2857142857142857,0.2479114602740293,0.29861285601676696
6,aipw,boot,bootstrap,right_skew,100,1,0.2574257000845691,0.2857142857142857,0.24328665514897235,0.29052737490111646
6,aipw,boot,bootstrap,left_skew,100,0,0.691760114959634,0.7142857142857143,0.6551577166088631,0.7066816119259807
6,aipw,boot,bootstrap,left_skew,100,1,0.7086947504034745,0.7142857142857143,0.6825667314847793,0.7278868449171323
6,aipw,boot,bootstrap,tail_heavy,100,0,0.46663694936908384,0.5,0.4441984986320956,0.494996609235167
6,aipw,boot,bootstrap,tail_heavy,100,1,0.534959888485887,0.5,0.503456771556285,0.554247432886355
