estimator,policy,alpha,rep,est_real,est_calib_only,truth
direct_saddle,uniform,0.1,7,0.046346682753429895,0.04290867503814738,0.05000000000000001
direct_saddle,uniform,0.2,7,0.09482681975823916,0.08836087336248628,0.10000000000000002
plugin_quantile,uniform,0.05,7,0.09684679383604816,0.09414457391280308,0.025000000000000005
plugin_quantile,uniform,0.1,7,0.11515331988102137,0.11041029599970713,0.05000000000000001
plugin_quantile,uniform,0.2,7,0.15897199187098227,0.1509198809596495,0.10000000000000002
plugin_ru_dual,uniform,0.05,7,0.09684173333234171,0.0933186823327548,0.025000000000000005
plugin_ru_dual,uniform,0.1,7,0.11508753333283753,0.11035842583671601,0.05000000000000001
plugin_ru_dual,uniform,0.2,7,0.15863793048168506,0.15004312847163037,0.10000000000000002
direct_saddle,uniform,0.05,5,0.03096163612487716,0.026003282531219706,0.025000000000000005
direct_saddle,uniform,0.1,5,0.055849673970066134,0.04827046042970184,0.05000000000000001
direct_saddle,uniform,0.2,5,0.10127440231168923,0.08869665744470337,0.10000000000000002
plugin_quantile,uniform,0.05,5,0.09733211180623154,0.07757155929210818,0.025000000000000005
plugin_quantile,uniform,0.1,5,0.12688762594133934,0.11410230651807925,0.05000000000000001
plugin_quantile,uniform,0.2,5,0.16147575031086794,0.15338373506042616,0.10000000000000002
plugin_ru_dual,uniform,0.05,5,0.09394089916750553,0.0761394016772049,0.025000000000000005
plugin_ru_dual,uniform,0.1,5,0.12620162568940607,0.1138268907132787,0.05000000000000001
plugin_ru_dual,uniform,0.2,5,0.1607137339382578,0.15306318709312955,0.10000000000000002
direct_saddle,uniform,0.05,8,0.023353492592388697,0.021752927305796973,0.025000000000000005
direct_saddle,uniform,0.1,8,0.051354262490310706,0.047219251004566726,0.05000000000000001
direct_saddle,uniform,0.2,8,0.10924238895713392,0.1031366420453201,0.10000000000000002
plugin_quantile,uniform,0.05,8,0.09964152096455811,0.09786375173661685,0.025000000000000005
plugin_quantile,uniform,0.1,8,0.1258944401333587,0.12171394289145035,0.05000000000000001
plugin_quantile,uniform,0.2,8,0.18650069953666082,0.1801993127697323,0.10000000000000002
plugin_ru_dual,uniform,0.05,8,0.09948860505198487,0.09774790634830378,0.025000000000000005
plugin_ru_dual,uniform,0.1,8,0.12589444013335876,0.12145879312465785,0.05000000000000001
plugin_ru_dual,uniform,0.2,8,0.18435954343936656,0.1778953928300071,0.10000000000000002
direct_saddle,uniform,0.05,9,0.03475659672443744,0.02805120978308426,0.025000000000000005
direct_saddle,uniform,0.1,9,0.06375921543025635,0.053033590120097736,0.05000000000000001
direct_saddle,uniform,0.2,9,0.11566687579736527,0.09832735126613021,0.10000000000000002
plugin_quantile,uniform,0.05,9,0.11539583307098462,0.10097090048512011,0.025000000000000005
plugin_quantile,uniform,0.1,9,0.13035579757884883,0.12149702370974065,0.05000000000000001
plugin_quantile,uniform,0.2,9,0.177683121932241,0.1544300509210321,0.10000000000000002
plugin_ru_dual,uniform,0.05,9,0.11308973287665589,0.10045662398332918,0.025000000000000005
plugin_ru_dual,uniform,0.1,9,0.12923158047965988,0.11901437761569852,0.05000000000000001
plugin_ru_dual,uniform,0.2,9,0.17708823786916822,0.15435922525580364,0.10000000000000002
direct_saddle,uniform,0.05,10,0.022793334470565287,0.020861105587316072,0.025000000000000005
direct_saddle,uniform,0.1,10,0.05504093991152012,0.050220403801142136,0.05000000000000001
direct_saddle,uniform,0.2,10,0.10520730689455716,0.09965153267715766,0.10000000000000002
plugin_quantile,uniform,0.05,10,0.12814309357531797,0.1215849911718782,0.025000000000000005
plugin_quantile,uniform,0.1,10,0.14844005355177667,0.14579568763021564,0.05000000000000001
plugin_quantile,uniform,0.2,10,0.17761179616166595,0.17673250582002495,0.10000000000000002
plugin_ru_dual,uniform,0.05,10,0.12810440288242425,0.12151728245931415,0.025000000000000005
plugin_ru_dual,uniform,0.1,10,0.14836423731141102,0.1457135533698195,0.05000000000000001
plugin_ru_dual,uniform,0.2,10,0.17648349978551545,0.17551055818255798,0.10000000000000002
direct_saddle,uniform,0.05,11,0.008031869438244982,0.008366220306908992,0.025000000000000005
direct_saddle,uniform,0.1,11,0.0297396328913744,0.031014881608114914,0.05000000000000001
direct_saddle,uniform,0.2,11,0.08168719287994385,0.08323436933396346,0.10000000000000002
plugin_quantile,uniform,0.05,11,0.0681190004874226,0.07229911362525764,0.025000000000000005
plugin_quantile,uniform,0.1,11,0.10043531430568092,0.10252537087459845,0.05000000000000001
plugin_quantile,uniform,0.2,11,0.14856099895187205,0.15084650700950758,0.10000000000000002
plugin_ru_dual,uniform,0.05,11,0.06779730125827718,0.07160106737398478,0.025000000000000005
plugin_ru_dual,uniform,0.1,11,0.10035387557636577,0.10246720035365905,0.05000000000000001
plugin_ru_dual,uniform,0.2,11,0.14824322152774638,0.1503926088513594,0.10000000000000002
direct_saddle,uniform,0.05,12,0.020150822990582122,0.016101909600518306,0.025000000000000005
direct_saddle,uniform,0.1,12,0.048558724471219325,0.0414028246923928,0.05000000000000001
direct_saddle,uniform,0.2,12,0.10332409970808426,0.09237406719377704,0.10000000000000002
plugin_quantile,uniform,0.05,12,0.08433092219054343,0.07455576348647783,0.025000000000000005
plugin_quantile,uniform,0.1,12,0.12362548459829226,0.11440785540233961,0.05000000000000001
plugin_quantile,uniform,0.2,12,0.16417719555219104,0.15466579107707532,0.10000000000000002
plugin_ru_dual,uniform,0.05,12,0.082967739048719,0.07336297823738144,0.025000000000000005
plugin_ru_dual,uniform,0.1,12,0.12336570879649089,0.11329125066097767,0.05000000000000001
plugin_ru_dual,uniform,0.2,12,0.16343339279335634,0.15399325005733733,0.10000000000000002
direct_saddle,uniform,0.05,14,0.023206929047708394,0.01978617284001824,0.025000000000000005
direct_saddle,uniform,0.1,14,0.049754371576157586,0.04397140404558532,0.05000000000000001
direct_saddle,uniform,0.2,14,0.10745202848484,0.09783042014953898,0.10000000000000002
plugin_quantile,uniform,0.05,14,0.09091730318167336,0.07179128428889835,0.025000000000000005
plugin_quantile,uniform,0.1,14,0.1304406223897138,0.11981355835313938,0.05000000000000001
plugin_quantile,uniform,0.2,14,0.17969091527678724,0.16519076680143385,0.10000000000000002
plugin_ru_dual,uniform,0.05,14,0.09045568469132108,0.07179128428889836,0.025000000000000005
plugin_ru_dual,uniform,0.1,14,0.1289699892988001,0.11839573013277171,0.05000000000000001
plugin_ru_dual,uniform,0.2,14,0.17856652657467598,0.1647945213286984,0.10000000000000002
direct_saddle,uniform,0.05,13,0.032637269496511606,0.03081551154126963,0.025000000000000005
direct_saddle,uniform,0.1,13,0.05416009927354951,0.05074241770293429,0.05000000000000001
direct_saddle,uniform,0.2,13,0.10297917006604757,0.09798979425234362,0.10000000000000002
plugin_quantile,uniform,0.05,13,0.1020067222733584,0.09252515912867854,0.025000000000000005
plugin_quantile,uniform,0.1,13,0.12864732243564844,0.12390654086330852,0.05000000000000001
plugin_quantile,uniform,0.2,13,0.1644972661096141,0.1581301942124489,0.10000000000000002
plugin_ru_dual,uniform,0.05,13,0.10063186239789443,0.09210212532084347,0.025000000000000005
plugin_ru_dual,uniform,0.1,13,0.12694051082533925,0.12105106266042173,0.05000000000000001
plugin_ru_dual,uniform,0.2,13,0.16449726610961413,0.15807914225471031,0.10000000000000002
direct_saddle,uniform,0.05,15,0.01910561068785224,0.015422071989281923,0.025000000000000005
direct_saddle,uniform,0.1,15,0.047824455447425945,0.039729178921757966,0.05000000000000001
direct_saddle,uniform,0.2,15,0.09682021781331997,0.0885373380375198,0.10000000000000002
plugin_quantile,uniform,0.05,15,0.0684864447371245,0.04987389067058678,0.025000000000000005
plugin_quantile,uniform,0.1,15,0.11733815197809434,0.10232345345399864,0.05000000000000001
plugin_quantile,uniform,0.2,15,0.16764756285847113,0.1596575533706641,0.10000000000000002
plugin_ru_dual,uniform,0.05,15,0.06848644473712456,0.049165854573566155,0.025000000000000005
plugin_ru_dual,uniform,0.1,15,0.11718940473597278,0.10220970556296446,0.05000000000000001
plugin_ru_dual,uniform,0.2,15,0.16760498713937277,0.1594183816536025,0.10000000000000002
direct_saddle,uniform,0.05,17,0.019103567592400478,0.01597426337658012,0.025000000000000005
direct_saddle,uniform,0.1,17,0.04284121698373727,0.03529933246535621,0.05000000000000001
direct_saddle,uniform,0.2,17,0.08708663533676642,0.07923955660653127,0.10000000000000002
plugin_quantile,uniform,0.05,17,0.06802877746839096,0.05736652179109429,0.025000000000000005
plugin_quantile,uniform,0.1,17,0.1254144410024599,0.09494256310273365,0.05000000000000001
plugin_quantile,uniform,0.2,17,0.16607595537890812,0.150840016429045,0.10000000000000002
plugin_ru_dual,uniform,0.05,17,0.06716374560831648,0.055805740782875424,0.025000000000000005
plugin_ru_dual,uniform,0.1,17,0.12292157719297801,0.09406669203453728,0.05000000000000001
plugin_ru_dual,uniform,0.2,17,0.16584824056424466,0.150279600721288,0.10000000000000002
direct_saddle,uniform,0.05,19,0.025884798606701565,0.022390786839394862,0.025000000000000005
direct_saddle,uniform,0.1,19,0.05364752599370266,0.04699089497399015,0.05000000000000001
direct_saddle,uniform,0.2,19,0.1054677175204509,0.0945131680646727,0.10000000000000002
plugin_quantile,uniform,0.05,19,0.10668761523945747,0.09627581488272487,0.025000000000000005
plugin_quantile,uniform,0.1,19,0.13653802669486437,0.12212052737688907,0.05000000000000001
plugin_quantile,uniform,0.2,19,0.17538651165008334,0.1630291265727208,0.10000000000000002
plugin_ru_dual,uniform,0.05,19,0.1055445918930639,0.0957326392214708,0.025000000000000005
plugin_ru_dual,uniform,0.1,19,0.1361909855657383,0.12199327896287623,0.05000000000000001
plugin_ru_dual,uniform,0.2,19,0.17466420996508872,0.16302912657272095,0.10000000000000002
direct_saddle,uniform,0.05,18,0.01790227384684067,0.013696063193412513,0.025000000000000005
direct_saddle,uniform,0.1,18,0.04504801543944032,0.037424257544533164,0.05000000000000001
direct_saddle,uniform,0.2,18,0.10398695480682366,0.09003996855459108,0.10000000000000002
plugin_quantile,uniform,0.05,18,0.08768143189273303,0.08768143189273303,0.025000000000000005
plugin_quantile,uniform,0.1,18,0.10712801817948503,0.09508159419017194,0.05000000000000001
plugin_quantile,uniform,0.2,18,0.16738455543156985,0.1479022287328215,0.10000000000000002
plugin_ru_dual,uniform,0.05,18,0.08333333333333333,0.08333333333333333,0.025000000000000005
plugin_ru_dual,uniform,0.1,18,0.10671698131340608,0.09447601844092597,0.05000000000000001
plugin_ru_dual,uniform,0.2,18,0.16736112316347485,0.14783012502540155,0.10000000000000002
direct_saddle,uniform,0.05,16,0.031693844433988635,0.03084025104230467,0.025000000000000005
direct_saddle,uniform,0.1,16,0.055621241613115595,0.05376560198314279,0.05000000000000001
direct_saddle,uniform,0.2,16,0.10781601934902653,0.10139412270755323,0.10000000000000002
plugin_quantile,uniform,0.05,16,0.07590864059872253,0.07438979852732895,0.025000000000000005
plugin_quantile,uniform,0.1,16,0.12140141733578354,0.11485083004038557,0.05000000000000001
plugin_quantile,uniform,0.2,16,0.18907370665487339,0.18297972992294093,0.10000000000000002
plugin_ru_dual,uniform,0.05,16,0.07590864059872254,0.07351890973610614,0.025000000000000005
plugin_ru_dual,uniform,0.1,16,0.12134842020468332,0.11480445755067287,0.05000000000000001
plugin_ru_dual,uniform,0.2,16,0.18858116433241878,0.1821177808586453,0.10000000000000002
direct_saddle,right_skew,0.05,0,0.04375351137078286,0.044239998644077426,0.04097252711860211
direct_saddle,right_skew,0.1,0,0.0601915558161664,0.0607483653164808,0.05966354426538299
direct_saddle,right_skew,0.2,0,0.08544218914513947,0.08635676113262605,0.08833469969738249
plugin_quantile,right_skew,0.05,0,0.12713897584371175,0.12810254363715207,0.04097252711860211
plugin_quantile,right_skew,0.1,0,0.13130652062013268,0.13184234575403586,0.05966354426538299
plugin_quantile,right_skew,0.2,0,0.14697450654066702,0.15041194446881667,0.08833469969738249
plugin_ru_dual,right_skew,0.05,0,0.1271208459508492,0.1277286895678547,0.04097252711860211
plugin_ru_dual,right_skew,0.1,0,0.13022708964209126,0.130531011450594,0.05966354426538299
plugin_ru_dual,right_skew,0.2,0,0.14550440395089587,0.1487163126511053,0.08833469969738249
direct_saddle,right_skew,0.05,1,0.04866351053794476,0.045955201642379054,0.04097252711860211
direct_saddle,right_skew,0.1,1,0.06806028829154048,0.0642156728473013,0.05966354426538299
direct_saddle,right_skew,0.2,1,0.09424877682927271,0.09004818691966597,0.08833469969738249
plugin_quantile,right_skew,0.05,1,0.12987151552278406,0.12682185138263272,0.04097252711860211
plugin_quantile,right_skew,0.1,1,0.14788379726916284,0.13611176278044404,0.05966354426538299
plugin_quantile,right_skew,0.2,1,0.17049735440783478,0.16315381849681632,0.08833469969738249
plugin_ru_dual,right_skew,0.05,1,0.12657913632095866,0.1245369092535413,0.04097252711860211
plugin_ru_dual,right_skew,0.1,1,0.14762290149381266,0.13607449195539406,0.05966354426538299
plugin_ru_dual,right_skew,0.2,1,0.1700520681261847,0.16221634519514477,0.08833469969738249
direct_saddle,right_skew,0.05,2,0.04010832762790187,0.0388948617735118,0.04097252711860211
direct_saddle,right_skew,0.1,2,0.05813450003155647,0.05732821515693092,0.05966354426538299
direct_saddle,right_skew,0.2,2,0.08542478533762515,0.08470339118264267,0.08833469969738249
plugin_quantile,right_skew,0.05,2,0.14831787377164607,0.1474104040108762,0.04097252711860211
plugin_quantile,right_skew,0.1,2,0.15593314659868981,0.15547941171830487,0.05966354426538299
plugin_quantile,right_skew,0.2,2,0.17154443901805103,0.17174063732114667,0.08833469969738249
plugin_ru_dual,right_skew,0.05,2,0.14451361213770766,0.14379323721139378,0.04097252711860211
plugin_ru_dual,right_skew,0.1,2,0.15559013940218716,0.15522995193903022,0.05966354426538299
plugin_ru_dual,right_skew,0.2,2,0.16854506970109356,0.16861497596951508,0.08833469969738249
direct_saddle,right_skew,0.05,3,0.030524993566711858,0.030171860808605757,0.04097252711860211
direct_saddle,right_skew,0.1,3,0.047620505249586546,0.047290241468819535,0.05966354426538299
direct_saddle,right_skew,0.2,3,0.07480070873523555,0.0747772207954546,0.08833469969738249
plugin_quantile,right_skew,0.05,3,0.10807891504655696,0.10641825047693745,0.04097252711860211
plugin_quantile,right_skew,0.1,3,0.12353276455179818,0.12270243226698843,0.05966354426538299
plugin_quantile,right_skew,0.2,3,0.14625451503292466,0.1484526170150922,0.08833469969738249
plugin_ru_dual,right_skew,0.05,3,0.10780512975892628,0.10538893753472238,0.04097252711860211
plugin_ru_dual,right_skew,0.1,3,0.12056923154612981,0.11966962330898756,0.05966354426538299
plugin_ru_dual,right_skew,0.2,3,0.14620944555950594,0.14834211377583667,0.08833469969738249
direct_saddle,right_skew,0.05,6,0.03945527803298843,0.038911551670132744,0.04097252711860211
direct_saddle,right_skew,0.1,6,0.06023955332278001,0.05956963315108783,0.05966354426538299
direct_saddle,right_skew,0.2,6,0.08637796327624991,0.08579551029307504,0.08833469969738249
plugin_quantile,right_skew,0.05,6,0.12054378890502666,0.1176458955200491,0.04097252711860211
plugin_quantile,right_skew,0.1,6,0.12876008009684287,0.1273111334043541,0.05966354426538299
plugin_quantile,right_skew,0.2,6,0.15273656126811755,0.15083988689340108,0.08833469969738249
plugin_ru_dual,right_skew,0.05,6,0.11851321308410866,0.11575047249776368,0.04097252711860211
plugin_ru_dual,right_skew,0.1,6,0.12615535435457467,0.12454190291554851,0.05966354426538299
plugin_ru_dual,right_skew,0.2,6,0.15141101051062061,0.1496137524427164,0.08833469969738249
direct_saddle,right_skew,0.05,4,0.036523913551134976,0.03418479389562615,0.04097252711860211
direct_saddle,right_skew,0.1,4,0.05900575918024562,0.05561723430919036,0.05966354426538299
direct_saddle,right_skew,0.2,4,0.08777513574616588,0.08422221887950473,0.08833469969738249
plugin_quantile,right_skew,0.05,4,0.14118503727468779,0.13872397184715124,0.04097252711860211
plugin_quantile,right_skew,0.1,4,0.14766992598766765,0.14261019280211096,0.05966354426538299
plugin_quantile,right_skew,0.2,4,0.1687854584962731,0.16516286969163566,0.08833469969738249
plugin_ru_dual,right_skew,0.05,4,0.13834464129506754,0.13522038560422184,0.04097252711860211
plugin_ru_dual,right_skew,0.1,4,0.14727032648859006,0.14261019280211093,0.05966354426538299
plugin_ru_dual,right_skew,0.2,4,0.1679152839834011,0.16298743340945568,0.08833469969738249
direct_saddle,right_skew,0.05,5,0.03956418665980228,0.03696807089101797,0.04097252711860211
direct_saddle,right_skew,0.1,5,0.058508196818263476,0.05631709383841258,0.05966354426538299
direct_saddle,right_skew,0.2,5,0.08743835620007243,0.08422490607858257,0.08833469969738249
plugin_quantile,right_skew,0.05,5,0.12885251510106144,0.1213946199270832,0.04097252711860211
plugin_quantile,right_skew,0.1,5,0.15061733968272656,0.14207724480551975,0.05966354426538299
plugin_quantile,right_skew,0.2,5,0.16941099813161878,0.16395548144835442,0.08833469969738249
plugin_ru_dual,right_skew,0.05,5,0.1285720031265413,0.12119554691290763,0.04097252711860211
plugin_ru_dual,right_skew,0.1,5,0.14998072643343885,0.14109903420295566,0.05966354426538299
plugin_ru_dual,right_skew,0.2,5,0.16733717418915597,0.1622161837681445,0.08833469969738249
direct_saddle,right_skew,0.05,7,0.0484508220461336,0.046459001609485615,0.04097252711860211
direct_saddle,right_skew,0.1,7,0.07175864779871541,0.06817108568796099,0.05966354426538299
direct_saddle,right_skew,0.2,7,0.10218994490545746,0.09894687374526773,0.08833469969738249
plugin_quantile,right_skew,0.05,7,0.1327538057997986,0.13159028246924115,0.04097252711860211
plugin_quantile,right_skew,0.1,7,0.14049506834974898,0.13989304124711027,0.05966354426538299
plugin_quantile,right_skew,0.2,7,0.16717711415080003,0.1618807159396897,0.08833469969738249
plugin_ru_dual,right_skew,0.05,7,0.13089465192653346,0.12918134559877897,0.04097252711860211
plugin_ru_dual,right_skew,0.1,7,0.14044732596326673,0.1395906727993895,0.05966354426538299
plugin_ru_dual,right_skew,0.2,7,0.16698820339211615,0.16174507874342747,0.08833469969738249
direct_saddle,right_skew,0.05,9,0.045609353928348584,0.04535631183198137,0.04097252711860211
direct_saddle,right_skew,0.1,9,0.06240527944587738,0.06177192565432614,0.05966354426538299
direct_saddle,right_skew,0.2,9,0.08925777823674076,0.0884599870936423,0.08833469969738249
plugin_quantile,right_skew,0.05,9,0.1351054221966236,0.13702195187830138,0.04097252711860211
plugin_quantile,right_skew,0.1,9,0.1488086119360506,0.14903980566713887,0.05966354426538299
plugin_quantile,right_skew,0.2,9,0.16283203566750323,0.16294763253304737,0.08833469969738249
plugin_ru_dual,right_skew,0.05,9,0.13328471784479431,0.13478108498374222,0.04097252711860211
plugin_ru_dual,right_skew,0.1,9,0.14773416329323355,0.1483551478331426,0.05966354426538299
plugin_ru_dual,right_skew,0.2,9,0.16250993676908476,0.16259718021599306,0.08833469969738249
direct_saddle,right_skew,0.05,10,0.043264894322437394,0.04134438376655962,0.04097252711860211
direct_saddle,right_skew,0.1,10,0.060330392430540655,0.05871129181878625,0.05966354426538299
direct_saddle,right_skew,0.2,10,0.08827303104283747,0.08662180028456085,0.08833469969738249
plugin_quantile,right_skew,0.05,10,0.11900204540390243,0.11980455244689944,0.04097252711860211
plugin_quantile,right_skew,0.1,10,0.13868177399997758,0.13669839661721445,0.05966354426538299
plugin_quantile,right_skew,0.2,10,0.16724853616336816,0.16457827684057988,0.08833469969738249
plugin_ru_dual,right_skew,0.05,10,0.11821436802255181,0.11888559550199038,0.04097252711860211
plugin_ru_dual,right_skew,0.1,10,0.13814511505856586,0.13644687556422175,0.05966354426538299
plugin_ru_dual,right_skew,0.2,10,0.16655572115467032,0.16384225595455804,0.08833469969738249
direct_saddle,right_skew,0.05,11,0.03446203110312628,0.033613926595917124,0.04097252711860211
direct_saddle,right_skew,0.1,11,0.05368840413760835,0.052353989028601215,0.05966354426538299
direct_saddle,right_skew,0.2,11,0.08192496996483517,0.07931666330876071,0.08833469969738249
plugin_quantile,right_skew,0.05,11,0.11792124245108983,0.1206632170321155,0.04097252711860211
plugin_quantile,right_skew,0.1,11,0.1386716420421341,0.14004262933264694,0.05966354426538299
plugin_quantile,right_skew,0.2,11,0.1595135801206448,0.15878170295674654,0.08833469969738249
plugin_ru_dual,right_skew,0.05,11,0.11679059745510845,0.11884128414745126,0.04097252711860211
plugin_ru_dual,right_skew,0.1,11,0.1383818570407946,0.13881104307695397,0.05966354426538299
plugin_ru_dual,right_skew,0.2,11,0.15925038175265377,0.15833952969852155,0.08833469969738249
direct_saddle,right_skew,0.05,8,0.03433180192494371,0.03463424503306936,0.04097252711860211
direct_saddle,right_skew,0.1,8,0.05408134497313831,0.0545695894088348,0.05966354426538299
direct_saddle,right_skew,0.2,8,0.07983143370185133,0.08066862472627809,0.08833469969738249
plugin_quantile,right_skew,0.05,8,0.12627864586269033,0.12456489090101332,0.04097252711860211
plugin_quantile,right_skew,0.1,8,0.13484567773085146,0.1342206887754226,0.05966354426538299
plugin_quantile,right_skew,0.2,8,0.14844270146016766,0.15050219347180277,0.08833469969738249
plugin_ru_dual,right_skew,0.05,8,0.12243357170915148,0.12016892890525094,0.04097252711860211
plugin_ru_dual,right_skew,0.1,8,0.1336406376181235,0.13304750286039393,0.05966354426538299
plugin_ru_dual,right_skew,0.2,8,0.14840675406675105,0.1502350146028021,0.08833469969738249
direct_saddle,right_skew,0.05,12,0.046486380474748665,0.045586995358238805,0.04097252711860211
direct_saddle,right_skew,0.1,12,0.0652884593837604,0.06366905201170978,0.05966354426538299
direct_saddle,right_skew,0.2,12,0.08993554887996541,0.08826776676711082,0.08833469969738249
plugin_quantile,right_skew,0.05,12,0.12571226592493687,0.1259607786698598,0.04097252711860211
plugin_quantile,right_skew,0.1,12,0.13809487251341948,0.13821912888588092,0.05966354426538299
plugin_quantile,right_skew,0.2,12,0.16012202659086902,0.15891000586350829,0.08833469969738249
plugin_ru_dual,right_skew,0.05,12,0.12560722052251846,0.1258175349392892,0.04097252711860211
plugin_ru_dual,right_skew,0.1,12,0.13780361026125923,0.1379087674696446,0.05966354426538299
plugin_ru_dual,right_skew,0.2,12,0.1593516461385111,0.1583591306678242,0.08833469969738249
direct_saddle,right_skew,0.05,13,0.040236069825301396,0.03923776612538356,0.04097252711860211
direct_saddle,right_skew,0.1,13,0.058972087472431614,0.056586019105207004,0.05966354426538299
direct_saddle,right_skew,0.2,13,0.08782888467922027,0.08530861237633272,0.08833469969738249
plugin_quantile,right_skew,0.05,13,0.1258424974281247,0.12496662001282477,0.04097252711860211
plugin_quantile,right_skew,0.1,13,0.14213816920178102,0.1361523122499034,0.05966354426538299
plugin_quantile,right_skew,0.2,13,0.16134934299490353,0.15776991229252105,0.08833469969738249
plugin_ru_dual,right_skew,0.05,13,0.1250837859429469,0.12449556211169244,0.04097252711860211
plugin_ru_dual,right_skew,0.1,13,0.13951871377872568,0.13488853137949672,0.05966354426538299
