policy,n_eval,alpha,seed,cvar_est,t_hat,ci_lo,ci_hi,n_boot_fail,runtime_sec
premium,5000,0.005,4,0.07021394128229819,0.0853976666666666,0.0499679696969697,0.08974888822198535,0,5.253159046173096
premium,5000,0.005,5,0.06426472400328209,0.10467749999999998,0.039162265146950676,0.09079123639356579,0,5.20137095451355
premium,5000,0.005,6,0.06477230138464218,0.08066666666666666,0.04951745853828005,0.08633125047807894,0,5.335125923156738
premium,5000,0.005,7,0.04941465950627575,0.09240433333333342,0.02951757767495229,0.06888246391057501,0,5.156609058380127
clone,500000,0.05,15,0.16183440764450063,0.23233333333333328,0.14565590513833587,0.18781661984393716,0,335.2121982574463
premium,5000,0.005,8,0.07347767038226138,0.08906433333333341,0.04938997792641965,0.09719607017210116,0,5.480252027511597
premium,5000,0.005,9,0.0609213532877014,0.10007100000000002,0.029671938447469536,0.09366070794949106,0,5.651693105697632
premium,5000,0.005,10,0.03802616540151975,0.05688499999999996,0.014304567782728206,0.06542789787092979,0,5.669623851776123
premium,5000,0.005,11,0.012700839146055541,0.05688499999999996,-0.009999999999999898,0.07107149217945263,0,5.550843238830566
premium,5000,0.005,12,0.06544342400999204,0.08066666666666666,0.05063752502853367,0.08717720270374835,0,5.489637851715088
premium,5000,0.005,13,0.04543869858308941,0.052000000000000046,0.029890000000000028,0.06282872961469685,0,6.117237091064453
premium,5000,0.005,14,0.057059898720785186,0.09699999999999998,0.033069215564527875,0.08538235767187098,0,6.103916168212891
premium,5000,0.005,15,0.05228257628053326,0.09699999999999998,0.0333762528755757,0.07755648457053577,0,6.270089387893677
premium,5000,0.005,16,0.06715159397424088,0.08066666666666666,0.05045462710110386,0.08729847579424851,0,6.1078200340271
premium,5000,0.005,17,0.0721692281838699,0.10333333333333328,0.055629963030349165,0.10899782912354791,0,5.542344093322754
premium,5000,0.005,18,0.06397835264885601,0.07588499999999998,0.04270678694496862,0.08663591496697229,0,5.59407901763916
premium,5000,0.005,19,0.04369480133509017,0.06799999999999995,0.024902232469695952,0.07124055752483478,0,5.481791257858276
premium,5000,0.01,0,0.0701902726166384,0.10933333333333328,0.04309506870487727,0.1037109456743903,0,5.138041019439697
premium,5000,0.01,1,0.06907224952942567,0.10314199999999996,0.048574010805312734,0.08878995985541817,0,5.283743858337402
premium,5000,0.01,2,0.08516952774793993,0.11854633333333342,0.06405657700038636,0.10754499871874294,0,5.9033873081207275
premium,5000,0.01,3,0.06987246280410533,0.10933333333333328,0.044203805664529486,0.10419162916548177,0,5.878275156021118
premium,5000,0.01,4,0.08599976604585718,0.09966666666666668,0.06568632436601224,0.10331693411082331,0,5.97120475769043
premium,5000,0.01,5,0.08427494309504255,0.09966666666666668,0.06493519057136676,0.11826669141441958,0,5.855953931808472
premium,5000,0.01,6,0.0778993608704388,0.11854633333333342,0.0623528434727651,0.09628081904029367,0,5.3268959522247314
premium,5000,0.01,7,0.0734962117504761,0.10166666666666657,0.055380872378559,0.08732013180773265,0,5.102444887161255
premium,5000,0.01,8,0.09306045069428484,0.13549999999999995,0.07426583859474614,0.11661225191732214,0,5.194462776184082
premium,5000,0.01,9,0.08427171501057046,0.138,0.06002332139410075,0.11544626983837307,0,5.382400989532471
premium,5000,0.01,10,0.06052324312422523,0.10933333333333328,0.04249383985569518,0.08536664321535667,0,5.653465747833252
premium,5000,0.01,11,0.043143076829615414,0.08066666666666666,0.007040326199019946,0.08668537698762008,0,5.898468971252441
premium,5000,0.01,12,0.07941502231317905,0.10933333333333328,0.066706948482,0.09955200572215112,0,5.806782007217407
premium,5000,0.01,13,0.0651403753217372,0.10933333333333328,0.04785460732556883,0.08727522171770379,0,5.574948072433472
premium,5000,0.01,14,0.07859540854693389,0.10314199999999996,0.059083340878142765,0.0997709797880138,0,5.292572021484375
premium,5000,0.01,15,0.07335046336706112,0.10697533333333342,0.057642425402198286,0.09172438864429333,0,5.196038007736206
premium,5000,0.01,16,0.08303105852847949,0.11854633333333342,0.0679345015551261,0.10131564921779884,0,5.2767863273620605
premium,5000,0.01,17,0.0920485288316922,0.1316666666666666,0.07433197490838432,0.13158148644879733,0,5.144604206085205
premium,5000,0.01,18,0.08171206328126199,0.09966666666666668,0.06600516717421472,0.09399666315251859,0,5.294157981872559
premium,5000,0.01,19,0.06987070579442956,0.10314199999999996,0.04878491085932069,0.0962549619739445,0,5.383617877960205
premium,5000,0.05,0,0.18997807575769382,0.2886666666666666,0.1672242871118527,0.2143631224835336,0,5.330699920654297
premium,5000,0.05,1,0.1795852326071814,0.28789333333333333,0.15310725214740575,0.20930493432579056,0,5.33915901184082
premium,5000,0.05,2,0.19053779020985356,0.2886666666666666,0.16694662199823054,0.21425691597201477,0,5.289745092391968
premium,5000,0.05,3,0.18125122186996157,0.276,0.15930237680914172,0.2112763146822371,0,5.184996128082275
premium,5000,0.05,4,0.18432218469539263,0.265,0.15565419275592923,0.21160419178249876,0,5.118297815322876
premium,5000,0.05,5,0.19643560828073836,0.29855999999999994,0.16966373318272768,0.22415426712300734,0,4.933452844619751
premium,5000,0.05,6,0.17123715636113657,0.26049999999999995,0.1453709226658846,0.19009604519788986,0,4.924649953842163
premium,5000,0.05,7,0.18067932004158943,0.2816666666666665,0.1576798667878443,0.20407223560678042,0,4.784811973571777
premium,5000,0.05,8,0.19450136217689273,0.30400000000000005,0.17421163955834396,0.2184988311573079,0,4.80908989906311
premium,5000,0.05,9,0.18585610524184548,0.2703899999999999,0.16523287719974428,0.21181399108988097,0,4.76064395904541
premium,5000,0.05,10,0.16937257699649755,0.26049999999999995,0.14893557740384608,0.19834254933786447,0,4.909712076187134
premium,5000,0.05,11,0.1557629298544908,0.26049999999999995,0.12368501945070329,0.18546800640978364,0,4.924906969070435
premium,5000,0.05,12,0.1756059607793379,0.2886666666666666,0.15555520849958987,0.20313735652433995,0,4.89327597618103
premium,5000,0.05,13,0.18785078648991943,0.2886666666666666,0.1660003497735148,0.211063035679369,0,4.799958944320679
premium,5000,0.05,14,0.17909733340193734,0.265,0.15454848835037532,0.20143212394554338,0,4.785213947296143
premium,5000,0.05,15,0.16858461070634978,0.29333333333333333,0.14568007053441723,0.2020286102171061,0,4.896029949188232
premium,5000,0.05,16,0.17174131746785698,0.265,0.14684422589737267,0.19773715050286708,0,4.82417893409729
premium,5000,0.05,17,0.205607841847755,0.2925000000000001,0.18287731362482937,0.23147425577585337,0,4.723598003387451
premium,5000,0.05,18,0.1620481469369236,0.26049999999999995,0.1377021595115369,0.18803776545633413,0,4.930478096008301
premium,5000,0.05,19,0.18326885007125274,0.2886666666666666,0.15878618397551383,0.21015590726368305,0,4.850723028182983
premium,25000,0.005,0,0.04047988372614934,0.08617750000000002,0.012337107364786548,0.07850063556353964,0,10.957475900650024
premium,25000,0.005,1,0.03936901559736176,0.06799999999999995,0.021185406222696383,0.061527874703636715,0,11.202420949935913
premium,25000,0.005,2,0.06314745604370368,0.08066666666666666,0.043721955755557894,0.09031134575748656,0,11.158559083938599
premium,25000,0.005,3,0.037559121447671165,0.07115400000000005,0.01158737577179046,0.08446924606543363,0,10.718186140060425
premium,25000,0.005,4,0.06988334294675605,0.0853976666666666,0.05057770812725154,0.09023144105788143,0,11.34817910194397
premium,25000,0.005,5,0.05924195575103079,0.07588499999999998,0.026041204107984876,0.09105397395404366,0,10.768533945083618
premium,25000,0.005,6,0.06741634966511299,0.08066666666666666,0.05104384092751727,0.09130968774408323,0,11.144287109375
premium,25000,0.005,7,0.052869179659852474,0.09240433333333342,0.039896707224655895,0.07066892994358936,0,10.71390700340271
premium,25000,0.005,8,0.07437323094591569,0.08906433333333341,0.05557721971327485,0.09715023954605426,0,10.7272310256958
premium,25000,0.005,9,0.060971296712754496,0.10007100000000002,0.030468016294568735,0.09170138268051865,0,10.998646020889282
premium,25000,0.005,10,0.041275722450422145,0.05688499999999996,0.018291655283453726,0.06485737442008384,0,11.145024061203003
premium,25000,0.005,11,0.022557713873891487,0.05688499999999996,-0.0017027656164016315,0.07290053871800102,0,11.300817966461182
premium,25000,0.005,12,0.06423064125982232,0.08066666666666666,0.04980660121064742,0.08582667114029037,0,11.760027170181274
premium,25000,0.005,13,0.0482868741945063,0.08066666666666666,0.03444034511306945,0.06696748972567873,0,11.489097833633423
premium,25000,0.005,14,0.057267467507466245,0.09699999999999998,0.03600905196925954,0.08104001562035691,0,11.356807947158813
premium,25000,0.005,15,0.05673853740792657,0.09699999999999998,0.03495048034696892,0.08426860531234101,0,11.97293210029602
premium,25000,0.005,17,0.07831486449304599,0.10333333333333328,0.06578013760345883,0.10762404424008475,0,11.651088953018188
premium,25000,0.005,16,0.0662381256767099,0.08066666666666666,0.04991687166808443,0.08739555776521624,0,12.066240072250366
premium,25000,0.005,18,0.06497305322025888,0.07588499999999998,0.04423852067643733,0.0836620172977543,0,12.216532945632935
premium,25000,0.005,19,0.044880929202947256,0.06799999999999995,0.02277654200001216,0.07758658119359271,0,12.005036115646362
premium,25000,0.01,0,0.06851812661250527,0.10933333333333328,0.04474777475055494,0.09646219692846679,0,11.410274982452393
premium,25000,0.01,1,0.06351347033025348,0.10314199999999996,0.04074132856693969,0.0819262768353961,0,12.071796894073486
premium,25000,0.01,2,0.08277404729903912,0.11854633333333342,0.06693285263221205,0.10696573648809879,0,11.832280158996582
premium,25000,0.01,3,0.06907617255726661,0.10933333333333328,0.04830687579553512,0.10765067346386983,0,11.280430793762207
premium,25000,0.01,4,0.08568755743574377,0.09966666666666668,0.06780779424313764,0.10167065393014299,0,11.1982581615448
premium,25000,0.01,5,0.08099412526107777,0.09966666666666668,0.04851532486695232,0.11449149288416893,0,10.700378894805908
premium,25000,0.01,7,0.07529550622220303,0.10166666666666657,0.06043674258309281,0.08609429494996453,0,10.444607973098755
premium,25000,0.01,6,0.08196203053484663,0.11854633333333342,0.06737670302806283,0.10011095839945393,0,10.900223970413208
premium,25000,0.01,8,0.09465739135974208,0.13549999999999995,0.08051402561804683,0.11407481440301047,0,10.71049189567566
premium,25000,0.01,9,0.08408616062576327,0.138,0.06065187328296537,0.11354516045016022,0,11.003451824188232
premium,25000,0.01,10,0.06453002917385868,0.10933333333333328,0.04307892647423016,0.08456507378399054,0,11.202826023101807
premium,25000,0.01,11,0.05006781262886085,0.08066666666666666,0.02459305787267776,0.08930428062656169,0,11.385377883911133
premium,25000,0.01,12,0.07774413386423745,0.10933333333333328,0.0647808667752703,0.09615222903817999,0,12.076966047286987
premium,25000,0.01,13,0.0701219500531565,0.10933333333333328,0.055667628863651245,0.09192334953693342,0,11.873414993286133
premium,25000,0.01,14,0.07851008987295331,0.10314199999999996,0.06168947427373476,0.10106421522558175,0,11.726169109344482
premium,25000,0.01,15,0.07636219997700347,0.10697533333333342,0.06077538815241532,0.09583326790505833,0,12.070002317428589
premium,25000,0.01,16,0.0810742354588104,0.11854633333333342,0.06717844438295661,0.0981719863267169,0,12.028296947479248
premium,25000,0.01,17,0.09889964544143076,0.1316666666666666,0.08457494765997922,0.12752726562296512,0,11.6009521484375
premium,25000,0.01,18,0.0831763004926296,0.09966666666666668,0.06682723307341336,0.09207293227039146,0,12.5536789894104
premium,25000,0.01,19,0.07129130624099628,0.10314199999999996,0.051370451486908074,0.10040409897504113,0,12.160928964614868
premium,25000,0.05,0,0.18568239397841735,0.2886666666666666,0.16354247717218856,0.2095620299444023,0,12.24141812324524
premium,25000,0.05,1,0.16720787889268168,0.28789333333333333,0.145194361040436,0.19699048411332767,0,12.534940958023071
premium,25000,0.05,2,0.18741412669113144,0.2886666666666666,0.16584163991599415,0.21157976798104178,0,12.964884042739868
premium,25000,0.05,3,0.18049948243504035,0.276,0.15783795630186012,0.20783025824942608,0,12.551552057266235
premium,25000,0.05,5,0.19360107300562093,0.29855999999999994,0.16745337935159507,0.22013746296512784,0,12.250587940216064
premium,25000,0.05,4,0.1836482804444876,0.265,0.15976343895373335,0.2108074962645446,0,12.810598850250244
premium,25000,0.05,7,0.17820749024405716,0.2816666666666665,0.1600680393041571,0.20100255708875944,0,11.549607038497925
premium,25000,0.05,6,0.1756436297274448,0.26049999999999995,0.1538570637939587,0.1981283185585751,0,11.943349123001099
premium,25000,0.05,8,0.19536526337804733,0.30400000000000005,0.17054738162733626,0.21764088023384884,0,11.783303022384644
premium,25000,0.05,9,0.18646116330026652,0.2703899999999999,0.16375203092173896,0.20624390106830753,0,12.511050939559937
premium,25000,0.05,10,0.17212643588431825,0.2886666666666666,0.14500607668271384,0.19848291240767887,0,12.325448274612427
premium,25000,0.05,11,0.1631142307189784,0.26049999999999995,0.1377738937841216,0.19396547093322955,0,12.39478588104248
premium,25000,0.05,12,0.1714176840327285,0.26049999999999995,0.150132122082923,0.19711668978230998,0,12.11108112335205
premium,25000,0.05,13,0.19507951208978042,0.2886666666666666,0.17207747683878236,0.21963400219429313,0,11.842841148376465
clone,500000,0.05,16,0.17982306861152872,0.2703899999999999,0.1569053303923707,0.2066861092206576,0,297.1902241706848
premium,25000,0.05,14,0.17811263127228757,0.265,0.1568679683657994,0.20468941139712055,0,11.96118688583374
premium,25000,0.05,15,0.17443237361701486,0.29333333333333333,0.1478470207135106,0.1996948591333665,0,12.046603918075562
clone,500000,0.05,17,0.1831361444377146,0.29333333333333333,0.1582928864776253,0.21171374410390773,0,292.034943819046
premium,25000,0.05,16,0.16770007048896596,0.265,0.1413750349986068,0.1900493356805273,0,11.925162076950073
premium,25000,0.05,17,0.20972572935021516,0.2925000000000001,0.18543989876818337,0.23372642072703967,0,11.455934047698975
premium,25000,0.05,18,0.16393081368938753,0.26049999999999995,0.14544784626712762,0.18657210939963037,0,12.2529296875
premium,25000,0.05,19,0.1820948849246279,0.26049999999999995,0.16241448830788643,0.20633106790425998,0,11.876382827758789
clone,500000,0.05,18,0.17646850671543615,0.27488999999999997,0.16039700883198768,0.1989685349847301,0,302.8665511608124
clone,500000,0.05,19,0.16728812234639806,0.2465533333333334,0.15297331687184404,0.19856519209140067,0,301.19338178634644
premium,100000,0.005,0,0.039976997117004934,0.08617750000000002,0.01391479896664827,0.07961541578662851,0,42.54175686836243
premium,100000,0.005,1,0.040368023888605414,0.06799999999999995,0.024605794924291817,0.06530461090766077,0,43.97801327705383
premium,100000,0.005,3,0.04271076220328318,0.10007100000000002,0.016571503440194525,0.08943847346756233,0,41.56847286224365
premium,100000,0.005,2,0.06227102859973651,0.08066666666666666,0.03182562820950176,0.09051904412172765,0,43.084742307662964
premium,100000,0.005,5,0.060435905769204004,0.07588499999999998,0.02599821661410719,0.09175044279421825,0,42.11054587364197
premium,100000,0.005,4,0.06910510754843102,0.0853976666666666,0.04986148798144859,0.09001119137247426,0,44.564887046813965
premium,100000,0.005,7,0.049679349831224386,0.09240433333333342,0.03860368353854379,0.06630391444256295,0,40.61355781555176
premium,100000,0.005,6,0.06776441574539728,0.08066666666666666,0.04994044324901427,0.09181341479967955,0,42.851698875427246
premium,100000,0.005,8,0.07451482611402108,0.08906433333333341,0.05725728039656355,0.09241612875792064,0,40.22207999229431
premium,100000,0.005,9,0.05967345178738892,0.10007100000000002,0.03171039429981422,0.08795379236674958,0,41.01436519622803
premium,100000,0.005,10,0.040593671735666234,0.05688499999999996,0.017238661089270656,0.06560620339296952,0,40.788609981536865
premium,100000,0.005,11,0.022204233819231395,0.05688499999999996,-0.0019703844636182704,0.06846052071619733,0,40.64357304573059
premium,100000,0.005,12,0.06474754586406103,0.08066666666666666,0.04990979208067406,0.0851746461154942,0,40.85964393615723
premium,100000,0.005,13,0.04966043785902712,0.08066666666666666,0.03532124558990451,0.06663659413039133,0,39.939651012420654
premium,100000,0.005,14,0.05562576619555895,0.09699999999999998,0.03416838201569928,0.08056440806695418,0,39.31765794754028
premium,100000,0.005,15,0.057128755805382445,0.09699999999999998,0.03483573404719466,0.07767431113366884,0,40.64874076843262
premium,100000,0.005,16,0.06692535983743128,0.08066666666666666,0.051599494409751534,0.0914088278491362,0,41.150038719177246
premium,100000,0.005,17,0.0791364116158697,0.10333333333333328,0.06646769890061388,0.10744103495312275,0,39.08312511444092
premium,100000,0.005,18,0.06571930542167019,0.07588499999999998,0.04649120438781708,0.08506702096185366,0,41.84884977340698
premium,100000,0.005,19,0.047216349847249775,0.09699999999999998,0.02624540378527055,0.07463829292530488,0,41.42251515388489
premium,100000,0.01,0,0.06802230324145223,0.10933333333333328,0.042185742801854255,0.0970865268807258,0,39.91409206390381
premium,100000,0.01,1,0.06454900992841615,0.10314199999999996,0.04659553711855672,0.08603047897740874,0,41.57771301269531
premium,100000,0.01,2,0.08175081913805586,0.11854633333333342,0.06291082014998926,0.10553962334862005,0,40.703124046325684
premium,100000,0.01,3,0.07276536111595897,0.10933333333333328,0.051408195331785714,0.1108387407315296,0,38.98716640472412
premium,100000,0.01,5,0.08169334058986658,0.09966666666666668,0.04927451643149936,0.11548119478266496,0,39.72160267829895
premium,100000,0.01,4,0.08497810970351984,0.09966666666666668,0.06641290495686995,0.10340702437768916,0,41.58502411842346
premium,100000,0.01,7,0.07365072166498668,0.10166666666666657,0.058984564744443656,0.085085085857115,0,38.31092715263367
premium,100000,0.01,6,0.08256655240239832,0.11854633333333342,0.067044279645384,0.10447412929541315,0,40.6284019947052
premium,100000,0.01,8,0.09530829099987853,0.13549999999999995,0.07971557451993137,0.11295699730855213,0,39.309191942214966
premium,100000,0.01,9,0.08285419868973193,0.138,0.060642083126092185,0.10898353543561846,0,40.6630380153656
premium,100000,0.01,10,0.0637356253852571,0.10933333333333328,0.041003097121353846,0.08713946788219139,0,40.39573407173157
premium,100000,0.01,11,0.049961519745818674,0.08066666666666666,0.027044821671143353,0.08395924745043548,0,40.74278807640076
premium,100000,0.01,12,0.07854179814605905,0.10933333333333328,0.06458245195108156,0.09924598025995993,0,41.04712700843811
premium,100000,0.01,13,0.07130472740061103,0.10933333333333328,0.05424690685008181,0.09292121165644934,0,39.85075402259827
premium,100000,0.01,14,0.07759721240796567,0.10314199999999996,0.06066714852668213,0.10374270943901763,0,39.59888195991516
premium,100000,0.01,15,0.07664241731896479,0.10697533333333342,0.06145917471837347,0.09398417252540266,0,41.202337980270386
premium,100000,0.01,16,0.08287094589120189,0.11854633333333342,0.06900078985120936,0.10862531850673343,0,41.39065885543823
premium,100000,0.01,17,0.09988380672136708,0.1316666666666666,0.08509065817510934,0.13092122135132717,0,39.299970865249634
premium,100000,0.01,18,0.08333798658480934,0.09966666666666668,0.06895157007350633,0.09158879280370251,0,42.00598621368408
premium,100000,0.01,19,0.07270895033351563,0.10314199999999996,0.05292591099049276,0.09619671324749568,0,41.514183044433594
premium,100000,0.05,0,0.18573894022012832,0.2886666666666666,0.16348600522014936,0.21284408052849146,0,40.812341928482056
premium,100000,0.05,1,0.16901219834941805,0.28789333333333333,0.14988511166394947,0.19516908162065125,0,41.65986108779907
premium,100000,0.05,2,0.18564463025001454,0.2886666666666666,0.16142310931847753,0.2088478685785394,0,41.396244049072266
premium,100000,0.05,3,0.1835612251297055,0.276,0.16433638057160976,0.21049414582745887,0,39.69892692565918
premium,100000,0.05,5,0.19270938794761477,0.29855999999999994,0.16132141837860328,0.21661068942922776,0,40.39865684509277
premium,100000,0.05,4,0.1808737108198128,0.265,0.1571633815855018,0.20749833647842697,0,42.03975224494934
premium,100000,0.05,7,0.18044753786334838,0.2816666666666665,0.15969251606718146,0.20013190909545217,0,39.0107159614563
premium,100000,0.05,6,0.17663166644305736,0.26049999999999995,0.1527919269587991,0.19853743611964808,0,41.43435883522034
premium,100000,0.05,8,0.1984844949444492,0.30400000000000005,0.1761178645209334,0.2238072995400005,0,39.989686012268066
premium,100000,0.05,9,0.18438600522467963,0.2703899999999999,0.16022594575827015,0.20578072259114283,0,41.15979599952698
premium,100000,0.05,10,0.17129593036394128,0.26049999999999995,0.1478137443664112,0.19632311490412024,0,41.023033142089844
premium,100000,0.05,11,0.16363494327591993,0.26049999999999995,0.14145210528747915,0.1924720990172214,0,41.383827924728394
premium,100000,0.05,13,0.19664064465148728,0.2886666666666666,0.17258141452206152,0.21951937852353118,0,40.40427899360657
premium,100000,0.05,12,0.17308854794150794,0.26049999999999995,0.1529914091867469,0.20053569931555915,0,41.537490129470825
premium,100000,0.05,14,0.17706242034966263,0.265,0.15259595920302826,0.20155501060886777,0,40.96058893203735
premium,100000,0.05,15,0.17523728791544496,0.29333333333333333,0.150702411607246,0.20212579052752214,0,41.91851592063904
premium,100000,0.05,17,0.21090026311665822,0.2925000000000001,0.18924329637817253,0.23729816393562017,0,42.585726261138916
premium,100000,0.05,16,0.1698402813627045,0.265,0.14858041403234098,0.19655754254813929,0,44.67889904975891
premium,100000,0.05,18,0.16471304148498506,0.26049999999999995,0.14310223088576166,0.19162909325211833,0,46.75299096107483
premium,100000,0.05,19,0.1847832626967102,0.2886666666666666,0.16476567426454433,0.21033385585581335,0,46.79755687713623
premium,500000,0.005,0,0.038427007193041346,0.08617750000000002,0.014139851580294837,0.08753923336060584,0,312.38686895370483
premium,500000,0.005,3,0.041091910703700406,0.10007100000000002,0.014898216400269096,0.08701271737497834,0,313.69579911231995
premium,500000,0.005,1,0.04032219111602112,0.06799999999999995,0.023910545618292877,0.06354353595839371,0,323.2310211658478
premium,500000,0.005,2,0.06119089632928433,0.08066666666666666,0.036147085633783244,0.0911746866614237,0,322.5975601673126
premium,500000,0.005,5,0.06053358899711089,0.07588499999999998,0.028310653820138365,0.09185079876656678,0,320.04407000541687
premium,500000,0.005,7,0.053981031604304126,0.09240433333333342,0.04100259545646264,0.07236478888794697,0,316.19598484039307
premium,500000,0.005,4,0.06931265618284199,0.0853976666666666,0.05060318645275507,0.09155869765283345,0,332.7141480445862
premium,500000,0.005,6,0.06799111721320839,0.08066666666666666,0.052724844824838434,0.09283370657651271,0,328.8720049858093
premium,500000,0.005,8,0.07384880684907197,0.08906433333333341,0.05260831027656492,0.0950170268636867,0,337.9747042655945
premium,500000,0.005,9,0.06029672974476495,0.10007100000000002,0.03292276573347682,0.08847500282176979,0,343.07877111434937
premium,500000,0.005,10,0.039622249348762385,0.05688499999999996,0.01653327664292684,0.06551184526426511,0,342.83367109298706
premium,500000,0.005,11,0.02084172002834405,0.05688499999999996,-0.0033391115396474956,0.07159763748047873,0,342.8110740184784
premium,500000,0.005,13,0.049806730551427404,0.08066666666666666,0.03675074070140505,0.06763205936587895,0,330.2173738479614
premium,500000,0.005,12,0.06496282640061955,0.08066666666666666,0.04993234564337081,0.08633439501812197,0,339.9459240436554
premium,500000,0.005,14,0.05645027015486314,0.09699999999999998,0.0356161427592365,0.0802318054947075,0,329.0569717884064
premium,500000,0.005,15,0.05770042214603546,0.09699999999999998,0.032064857722189255,0.0798912141698079,0,332.73844289779663
premium,500000,0.005,16,0.06693721227600712,0.08066666666666666,0.05066249395877867,0.08688272968668641,0,330.6924731731415
premium,500000,0.005,17,0.07898088151299862,0.10333333333333328,0.06531517690432534,0.10809112070724397,0,322.837198972702
premium,500000,0.005,18,0.06555639540293264,0.07588499999999998,0.05311808061003863,0.08578803944676062,0,334.62151408195496
premium,500000,0.005,19,0.04751606170217758,0.09699999999999998,0.029572431532915288,0.07526180633771144,0,334.57829904556274
premium,500000,0.01,0,0.0667563965268452,0.10933333333333328,0.04588789085416201,0.10164613334953468,0,326.5778329372406
premium,500000,0.01,3,0.07187191180601218,0.10933333333333328,0.04812964664967378,0.1066471829719225,0,318.60905599594116
premium,500000,0.01,1,0.06472859023240618,0.10314199999999996,0.043052605970599726,0.08593622370828576,0,331.9465157985687
premium,500000,0.01,2,0.08085020309357202,0.11854633333333342,0.06243584227041097,0.1094106323840662,0,330.70856285095215
premium,500000,0.01,5,0.0818602923318889,0.09966666666666668,0.05266182250322228,0.11187292775199477,0,321.5703501701355
premium,500000,0.01,4,0.08514810984329348,0.09966666666666668,0.06632898912444662,0.10557648528152166,0,331.5177869796753
premium,500000,0.01,7,0.07620801903662903,0.10166666666666657,0.06202393657526481,0.08985167667994406,0,322.10451006889343
premium,500000,0.01,6,0.08301235504732074,0.11854633333333342,0.06938513549596123,0.10659607219496181,0,331.06055188179016
premium,500000,0.01,8,0.0939548076171951,0.13549999999999995,0.07674528713868,0.11298764481957926,0,326.59508204460144
premium,500000,0.01,9,0.0835574278336734,0.138,0.0604803251997784,0.1105312390945232,0,331.6530728340149
premium,500000,0.01,11,0.04907095662166698,0.08066666666666666,0.023135014278824556,0.08836898077337411,0,330.99831199645996
premium,500000,0.01,10,0.06227149116096444,0.10933333333333328,0.04391545812986002,0.08306382225543059,0,331.9741668701172
premium,500000,0.01,13,0.07167935182183513,0.10933333333333328,0.05911142993342389,0.09384310110319716,0,331.00007605552673
premium,500000,0.01,12,0.07878852207962443,0.10933333333333328,0.06539491424970402,0.09586083024033881,0,337.0468170642853
premium,500000,0.01,14,0.07806722038754074,0.10314199999999996,0.061477335696454326,0.10215187081320345,0,330.81430768966675
premium,500000,0.01,15,0.07700185338483002,0.10697533333333342,0.05986818144499342,0.0973709055590891,0,335.5024633407593
premium,500000,0.01,17,0.09969848359031738,0.1316666666666666,0.08322796764769759,0.1291218284844509,0,325.63434386253357
premium,500000,0.01,16,0.0826365047881335,0.11854633333333342,0.06565164736129867,0.09735395325560672,0,337.69720220565796
premium,500000,0.01,19,0.07288107712258154,0.10314199999999996,0.05642769709108253,0.0965269703737137,0,335.38720703125
premium,500000,0.01,18,0.08373320510534646,0.09966666666666668,0.07059832710808134,0.09271777890217618,0,340.0269560813904
premium,500000,0.05,0,0.18421541896860538,0.2886666666666666,0.16272010744304793,0.21388907196750664,0,321.20184683799744
premium,500000,0.05,1,0.16957038319311774,0.28789333333333333,0.14717945137923436,0.19526252968924016,0,328.5474970340729
premium,500000,0.05,2,0.1847653433881295,0.2886666666666666,0.16003571867160754,0.2125657885124084,0,325.69376015663147
premium,500000,0.05,3,0.18331801046894225,0.276,0.159525633065033,0.21874423204698965,0,317.1443338394165
premium,500000,0.05,5,0.19407590538177813,0.29855999999999994,0.16945095321822504,0.22254051913333817,0,319.85556197166443
premium,500000,0.05,4,0.18133079851069084,0.265,0.15654696885451597,0.20776800924756988,0,328.5890107154846
premium,500000,0.05,7,0.18257012793995253,0.2816666666666665,0.15646152746398279,0.20576195286142185,0,312.98666977882385
premium,500000,0.05,6,0.17738780281074007,0.26049999999999995,0.15865029526717736,0.1984871934894011,0,325.342485666275
premium,500000,0.05,8,0.19652936572631485,0.30400000000000005,0.17402755583350363,0.22241406545990844,0,317.2387430667877
premium,500000,0.05,9,0.18536864541838544,0.2703899999999999,0.16174120270803902,0.2058594706295131,0,326.9983489513397
premium,500000,0.05,10,0.1703779610846366,0.26049999999999995,0.14600614592959232,0.20027045647841596,0,325.9343452453613
premium,500000,0.05,11,0.16311391232953903,0.26049999999999995,0.13825613266205639,0.19344664764834577,0,326.99810099601746
premium,500000,0.05,12,0.17328913115409514,0.26049999999999995,0.15223493852655315,0.19902236607484833,0,330.5541808605194
premium,500000,0.05,14,0.1777371876702658,0.265,0.15447026840451783,0.20828850176410252,0,323.91192388534546
premium,500000,0.05,13,0.1973022844163827,0.2886666666666666,0.17118300557387897,0.2176534884614131,0,324.9230909347534
premium,500000,0.05,15,0.1755533571902573,0.29333333333333333,0.15120743201797165,0.20395016862953136,0,326.4433071613312
premium,500000,0.05,16,0.16982641899004158,0.265,0.14925662251950425,0.19600818815503288,0,264.88344383239746
premium,500000,0.05,17,0.2103639545654682,0.2925000000000001,0.18777644427442827,0.23495513259959372,0,249.74570775032043
premium,500000,0.05,19,0.18425391208506325,0.2886666666666666,0.16275697402154723,0.21182412929230895,0,257.4134593009949
premium,500000,0.05,18,0.1653165899702716,0.26049999999999995,0.14385765419080582,0.19370712961023925,0,259.42174315452576
